﻿end015_1,Life is impermanent and constantly changing; home can be found wherever you discover peace of mind.,ชีวิตเป็นสิ่งไม่เที่ยงและเปลี่ยนแปลงตลอดเวลา ทุกสถานที่ที่เจ้าสบายใจล้วนสามารถเป็นบ้านได้
M5061-4_1_2,"I am {PlayerName}, I heard from the Village Head that the village needs a large number of firecrackers, but the current amount is far from enough, so I came to ask about your situation, uncle.",ข้าชื่อ{PlayerName} ได้ยินมาจากหัวหน้าหมู่บ้านว่าต้องการใช้ประทัดจำนวนมาก แต่ตอนนี้ยังมีไม่เพียงพอ ข้าเลยมาที่นี่เพื่อสอบถามท่านลุงขอรับ
M5061-4_1_3,"Just call me Fourth Uncle, sigh, I didn't expect you to come for this, yes, there is such a situation.",เรียกข้าว่าลุงสี่เถอะ ข้าไม่นึกว่าเจ้าจะมาที่นี่เพื่อเรื่องนี้
M5061-4_1_4,Did you encounter any difficulties? Is there anything I can help with?,ท่านประสบปัญหาหรือไม่? มีอะไรที่ข้าช่วยได้ไหม?
M5061-4_1_5,"Sigh, don't laugh at me, young hero, I, Old Fourth Liu, have been making firecrackers all my life, but recently, even my grandchildren don't like the firecrackers I make.",เฮ้อ จอมยุทธ์น้อยอย่าหัวเราข้าล่ะ ข้าสี่หลิว ทำประทัดมาตลอดชีวิต แต่เมื่อไม่นานมานี้ แม้แต่หลานๆของข้าก็ไม่ชอบประทัดที่ข้าทำ
M5061-4_1_6,"I've been worrying about this recently, I want to make firecrackers that everyone likes.",ข้ากังวลเรื่องนี้มาสักพักแล้ว ข้าอยากทำประทัดที่ใครๆก็ชอบ
M5061-4_1_7,"I see, do you need me to ask the children in the village what kind of firecrackers they like?",เข้าใจแล้ว ท่านอยากให้ข้าช่วยถามเด็กๆในหมู่บ้านว่าพวกเขาชอบประทัดแบบไหนไหมขอรับ?
M5061-4_1_8,"No need, I've recently had a good idea, it's sure to make a big splash!",ไม่ต้องหรอก ข้ามีความคิดดีๆแล้ว มันจะต้องสร้างความฮือฮาอย่างแน่นอน!
M5061-4_1_9,"But... the red paper used for firecrackers has run out, and the rest has been taken by Old Chen at the entrance of the village. I wonder if the young hero could help me get it back?",แต่.....กระดาษสีแดงที่ใช้ทำประทัดหมดเสียแล้ว และสิ่งที่เหลืออยู่ก็ถูกเฒ่าเฉินแย่งไปตรงทางเข้าหมู่บ้าน จอมยุทธ์น้อยจะสะดวกหรือไม่ที่จะช่วยข้าตามหาเขาและนำมันกลับมา?
M5061-4_1_10,"It's convenient, but why doesn't Uncle Liu go by himself?",สบายมากขอรับ แต่ทำไมท่านลุงสี่หลิวไม่ไปด้วยตนเองล่ะ?
M5061-4_1_11,"Old Chen has a very explosive temper. He took all the paper without saying a word in the morning. With his temper, if I go to ask him, he would rather eat the paper than give it to me.",เฒ่าเฉินมีอารมณ์ฉุนเฉียวมาก เมื่อเช้านี้เขาแย่งกระดาษทั้งหมดไปโดยไม่พูดอะไรสักคำ ด้วยนิสัยขี้โมโหของเขา ถ้าข้าไปเพื่อขอกระดาษคืน เขาคงอยากจะกินกระดาษนั้นมากกว่าคืนให้ข้าแน่ๆ
M5061-4_1_12,"I see, then I'll go ask him.",เข้าใจแล้ว ข้าจะไปถามเขาดู
M5061-4_2_1,"Young hero, have you got the red paper?",จอมยุทธ์น้อย เจ้าได้กระดาษแดงมาแล้วหรือ?
M5061-4_2_2,"Not yet, Uncle Liu, please wait a moment.",ยังไม่ได้เลยท่านลุงหลิว ท่านรอข้าสักพักนะ
M5061-4_3_1,"Uncle Liu, I've asked Old Chen to give you the red paper.",ท่านลุงหลิว ข้าได้ขอให้ผู้เฒ่าเฉินมอบกระดาษสีแดงให้ท่านแล้ว
M5061-4_3_2,"I wondered why he would willingly return the paper to me, it turns out it's thanks to the young hero! With these, I can make a firecracker that will shock everyone!",ข้าไม่เข้าใจว่าเขาจะยอมคืนกระดาษให้ข้าได้อย่างไร แต่ดูเหมือนว่าจะเป็นเพราะความช่วยเหลือของท่านจอมยุทธน้อย! ด้วยสิ่งเหล่านี้ ข้าสามารถทำประทัดที่ตกตะลึงได้!
M5061-4_3_3,"First, glue the red paper into a barrel shape...",ขั้นแรกให้พับกระดาษสีแดงเป็นรูปถัง.....
M5061-4_3_4,"Add sulfur, saltpeter, and charcoal...",ใส่กำมะถัน ดินประสิว และถ่านลงไป.....
M5061-4_3_5,"Finally, shape it... Done!",ในขั้นตอนสุดท้าย.....พร้อม!
M5061-4_3_6,Is this the firecracker that Uncle Liu said would shock everyone?,นี่คือประทัดที่ท่านลุงสี่หลิวบอกว่าอาจจะตกตะลึงหรือเปล่า?
M5061-4_3_7,"Of course, this is the crystallization of my life's work!\nI guarantee with my craftsmanship that everyone will love this firecracker!","แน่นอน นี่คือผลงานตลอดชีวิตของข้า!\nข้ารับประกันด้วยฝีมือของข้าว่าทุกคนจะรักประทัดนี้!"
M5061-4_3_8,"Come on, let's go to the entrance of the village and try it out!",ไปกันเถอะ ไปที่หมู่บ้านเพื่อลองดูกันเถอะ!
M5061-4_3_9,Light the fuse,จุดสายชนวน
M5061-4_3_10,Off you go!,ไปกันเถอะ!
M5061-4_3_11,"Uncle Liu, are you sure this is a firecracker?",ท่านลุงหลิว แน่ใจเหรอว่านี่คือประทัด?
M5061-4_3_12,"This, maybe I put a little too much gunpowder...",อาจจะนะ น่าจะเป็นเพราะมีดินปืนมากเกินไป.....
M5061-4_3_13,What just happened? Was it an earthquake?,เกิดอะไรขึ้น? เป็นแผ่นดินไหวหรือเปล่า?
M5061-4_3_14,You briefly explain what happened to the Village Head.,เจ้าแจ้งหัวหน้าหมู่บ้านโดยสังเขปถึงสิ่งที่เกิดขึ้น
M5061-4_4_1,"Oh, I see...\nOld Fourth, are you planning to celebrate the New Year with this new firecracker?","โอ้ว นั่นสินะ.....\nตาเฒ่าสี่ มีแผนจะฉลองปีใหม่ด้วยประทัดตัวใหม่นี้งั้นรึ?"
