﻿M5003-4_1_1_1,I didn't expect there to be a Tea Stall here... ,ข้าไม่คิดว่าจะมีร้านชาอยู่ที่นี่...
R10029-2_5_1_1,"Acting for the heavens? I'm afraid it's not your turn, Nine Factions Sect!",ลงทัณฑ์แทนสวรรค์งั้นหรือ? ข้าเกรงว่าเรื่องนี้ยังมิใช่หน้าที่ของพวกเจ้านิกายเก้าฝ่ายหรอก!
R10029-2_5_1_2,"As expected of the government's hounds, your noses are quite sharp.",สมแล้วที่เป็น หมาล่าเนื้อของราชสำนัก จมูกไวเสียจริง!
R10029-2_5_1_3,"Constable Luo, arrest this man!|We can't let this man go!|Phew, safe at last|Saved... ",หัวหน้ามือปราบลั่ว รีบจับมันให้ได้! | อย่าปล่อยให้มันหนีไปได้! | เฮ้อ…รอดแล้ว! | ช่วยด้วย…!
R10029-2_5_1_4,"E Qigai, you've committed countless evils, injuring people everywhere for no reason. Surrender now!",เอ้อร์ฉีไก้ เจ้าก่อกรรมทำเข็ญทั่วสารทิศ ทำร้ายผู้คนโดยไร้เหตุอันควร ยังคิดว่าจะลอยนวลได้หรือ?
R10029-2_5_1_5,"The ones I hurt deserved it. You don't go after them but come after me, that's really not distinguishing right from wrong.",คนที่ข้าทำร้ายล้วนเป็นคนสมควรได้รับกรรม! ส่วนพวกเจ้า…จับข้า แต่กลับปล่อยพวกมันไป ยังกล้าเรียกตัวเองว่า ‘ยุติธรรม’ อยู่อีกหรือ?
R10029-2_5_1_6,"No matter how eloquent you are, it's useless. Let's fight!",พูดมากไปก็เปล่าประโยชน์! ลงมือ!
R10029-2_5_1_7,"Senior, I'll join you in fighting these hounds!",ผู้อาวุโส! ข้าจะช่วยท่านกำจัดพวกสุนัขราชสำนักเหล่านี้เอง!
R10029-2_5_2_1,"Nine Factions Sect... We'll remember this grudge. Sooner or later, we'll bring you to justice!",นิกายเก้าฝ่าย… ความแค้นครั้งนี้ข้าจะจดจำไว้! สักวันหนึ่งจะลากพวกเจ้ามารับโทษให้จงได้!
R10029-2_5_2_2,"So, Innkeepers, I'm feeling generous. I'll give you one last chance. Either transfer your properties to me for free, or... ",เช่นนั้น ท่านเถ้าแก่ทั้งหลาย ด้วยความเมตตาอันยิ่งใหญ่ของข้า ข้าจะให้โอกาสพวกเจ้าเป็นครั้งสุดท้ายจงมอบกิจการให้ข้าโดยไร้เงื่อนไข มิเช่นนั้น...
R10029-2_5_2_3,"Take it all... |Spare me, good man... |Life is more important after all|I've saved quite a bit of money anyway|Preserving life is the most important... ",ยกให้เจ้าหมดเลยก็ได้... | ท่านผู้กล้า โปรดละเว้นชีวิตข้าด้วยเถิด... | ถึงอย่างไรก็มิอาจเทียบได้กับชีวิตอันสำคัญยิ่ง... | อย่างไรเสีย ข้าก็สะสมเงินทองมาไม่น้อยแล้ว... | ชีวิตสำคัญที่สุด ขอเพียงรักษาชีวิตไว้ก็พอ...
R10029-2_5_2_4,"In order to save themselves, the Innkeepers hurriedly transferred their properties to E Qigai.\nLin Shopkeeper quickly arranged for disguised Nine Factions Sect disciples to take over these shops.\nOn the surface, Daliang City was calm as usual... ","เหล่าพ่อค้าทั้งหลายต่างแย่งกันมอบกิจการให้แก่ เอ้อร์ฉีไก้ เพื่อเอาชีวิตรอด\nเถ้าแก่หลินก็รีบสั่งให้ศิษย์นิกายเก้าฝ่ายปลอมตัวเข้าควบคุมกิจการเหล่านั้น\nเมืองต้าเหลียงภายนอกดูเหมือนไม่มีสิ่งใดเปลี่ยนแปลง ทุกอย่างยังคงเป็นปกติ..."
R10029-2_5_2_5,"Not bad, not bad. These shops came for free, I should be able to break even soon.",ไม่เลวๆ! กิจการเหล่านี้ตกเป็นของเราฟรีๆ ไม่นานก็คงคืนทุนแล้ว!
R10029-2_5_2_6,"Alright, I'll leave this matter to you, this iron rooster. Let's head back to the Nine Factions Sect and stay out of it.",ดี! เรื่องที่นี่ข้ายกให้เจ้านะ เจ้าคนขี้เหนียว! ส่วนข้า…กลับนิกายเก้าฝ่ายดีกว่า ข้าไม่อยากวุ่นวายอีก!
R10029-2_5_2_7,"Kid, you're not even afraid of the two top experts from the Crime Investigation Bureau. You're really capable now.",เจ้าหนู! เจ้ากล้าประจันหน้ากับสุดยอดมือปราบของ สำนักเทพมือปราบ ได้โดยไม่สะทกสะท้าน! ฝีมือของเจ้าไม่เลวเลย!
R10029-2_5_2_8,It's all thanks to the teachings of the seniors.,ทั้งหมดนี้เป็นเพราะข้าได้รับคำสั่งสอนจากท่านผู้อาวุโส!
R10029-2_5_2_9,"You did well this time. If you need my help in the future, feel free to ask.",ครั้งนี้เจ้าทำได้ดีมาก หากมีเรื่องให้ข้าช่วยภายภาคหน้า เจ้าบอกมาได้เลย!
R10029-2_5_3_1,"As expected of the government's hounds, your noses are quite sharp.",สมแล้วที่เป็น หมาล่าเนื้อของราชสำนัก จมูกไวเสียจริง!
