﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_荷花蕊,"A drink brewed with lotus stamens, with a sweet aftertaste amidst its refreshing taste.  \n<#d09a09>Use: Drink, Gift, Brotherhood</color>","เครื่องดื่มที่หมักจากเกสรดอกบัว รสหวานใสและมีกลิ่นหอมสดชื่นยามกลืน\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_市井拳法,"A manual recording the Scoundrel Fist, the handwriting is messy, only the movements can be barely made out.",ตำราบันทึกวิชามวยข้างถนน มีลายมือที่ยุ่งเหยิงแทบจะไม่เข้าใจ มีเพียงการท่าเคลื่อนไหวเท่านั้นที่พอแยกออกบ้าง
ItemInfo_罗汉拳法,"A manual recording the basic boxing method of the Shifa Temple - Arhat Fist, more like basic skill training than a martial arts routine.",บันทึกตำราวิชาหมัดมวยพื้นฐานของอารามซื่อฟา - หมัดอรหันต์ เหมือนจะเป็นตำราฝึกทักษะพื้นฐานมากกว่าตำราวรยุทธ
ItemInfo_一指禅,A Manual lost by a martial artist was fortuitously obtained by Fang Xiao Bai.,ตำราวิทยายุทธที่หายสาบสูญ ถูกบันทึกโดยจอมยุทธ์ลึกลับ ฟางเสี่ยวไป๋ได้รับมันมาโดยบังเอิญ
ItemInfo_逍遥拳法,"Once the unique martial arts of a certain martial arts sect, it is now a fragmentary copy, but still reveals its exquisite agility.",ครั้งหนึ่งเคยเป็นวิชาเฉพาะของบางสำนักในยุทธภพ ปัจจุบันเหลือเพียงแค่ฉบับที่ขาดหายไป ออกหมัดอิสระไร้ห่วงไร้พะวง งดงามประณีตและพลิ้วไหว
ItemInfo_奔雷掌法,A Martial Arts Manual that records the basic palm technique of the martial arts world - Quick Palm.,ตำราวรยุทธที่บันทึกวิชาฝ่ามือพื้นฐานของยุทธภพ - ฝ่ามืออัสนี
ItemInfo_朱砂掌法,A Martial Arts Manual that records the basic palm technique of the martial arts world - Cinnabar Palm.,ตำราวรยุทธที่บันทึกวิชาฝ่ามือพื้นฐานของยุทธภพ - ฝ่ามือสีชาด
ItemInfo_连环掌,"It records a complete and coherent set of palm techniques, it's unknown if one has to start over if interrupted.",บันทึกกระบวนท่าวิชาฝ่ามือที่สมบูรณ์และต่อเนื่อง ไม่รู้ว่าถ้าถูกขัดจังหวะจะต้องเริ่มใหม่ทั้งหมดหรือไม่
ItemInfo_黑虎拳,"A popular boxing technique among the common people, mostly about how to use Brute force Attack on the opponent's heart.",วิชาหมัดที่แพร่หลายในหมู่ชาวบ้าน โดยทั่วไปแล้วจะเขียนถึงวิธีการใช้กำลังมหาศาล โจมตีไปที่ทรวงอกของคู่ต่อสู้
ItemInfo_雷云掌,"A fierce boxing technique, which is like a thunderbolt in a clear sky when used.",เป็นวิชาฝ่ามือที่ดุร้าย เมื่อใช้ออกจะดุดันและทรงพลัง ดุจดังสายฟ้าฟาดกลางวันแสกๆ หรือเสียงฟ้าร้องที่ดังกึกก้อง
ItemInfo_封穴手,Detailed records of the distribution of acupoints on the human body and how to hit these acupoints.,บันทึกโดยละเอียดเกี่ยวกับการกระจายของจุดชีพจรต่างๆ บนร่างกายมนุษย์ และวิธีการกดจุดเหล่านี้
ItemInfo_广袖流云,"Compared to the palm technique Manual, it looks more like a tailor's guide.",เมื่อเทียบกับวรยุทธ์การใช้ฝ่ามือแล้ว ดูเหมือนตำราของช่างตัดเสื้อมากกว่า
ItemInfo_飞花指,A Martial Arts Manual that records the martial arts finger technique - Flying Flower Finger.,ตำราวิทยายุทธที่บันทึกเคล็ดวิชาดรรชนีการต่อสู้ - ดรรชนีเด็ดบุปผา
ItemInfo_玲珑掌,"A delicate and exquisite palm technique, mostly used by women, with very graceful movements.",วิทยายุทธฝ่ามือที่ละเอียดอ่อนและประณีต ส่วนใหญ่ถูกใช้โดยสตรี มีท่วงท่างดงามอย่างมาก
ItemInfo_菩提掌,The advanced palm technique Manual of Shifa Temple.,ตำราวิทยายุทธฝ่ามือขั้นสูงของอารามซื่อฟา
ItemInfo_花拳绣腿,"An impractical boxing technique, mostly fancy moves.",วิชาหมัดที่ไม่ค่อยได้ใช้ประโยชน์จริง ส่วนใหญ่มักจะเป็นท่าทางที่สวยงาม
ItemInfo_五行拳,"A boxing technique Manual of Five Elements Fist, the manual subtly contains the principles of the five elements.",ตำราวิชาหมัดห้าธาตุ ในตำราหมัดแฝงไว้ด้วยหลักการเกิด-ดับ ของห้าธาตุที่เป็นหลักธรรมชาติ
ItemInfo_七巧如意手,"A sophisticated boxing technique, with a total of seven moves, each of which is exquisitely unique.",วรยุทธ์หมัดมวยที่ซับซ้อน มีทั้งหมด 7 กระบวนท่า แต่ละท่ามีเอกลักษณ์เฉพาะตัวอย่างประณีต
ItemInfo_迷魂毒掌,"A Manual that records a cunning and insidious martial arts routine, the user needs to have a high understanding of Toxicology.",ตำราที่บันทึกกระบวนท่าของวิชาภายนอก ที่ร้ายกาจและอำมหิต ผู้ใช้ต้องมีความเข้าใจในศาสตร์พิษในระดับสูงถึงจะฝึกวิชานี้ได้
ItemInfo_闪电五连击,"Launch a five-hit attack at an extremely fast speed, with each move being different.",เปิดการโจมตีห้าครั้งด้วยความเร็วที่รวดเร็วเป็นพิเศษ โดยแต่ละท่าจะแตกต่างกัน
ItemInfo_秋风掌法,"The palm wind is strong, like autumn leaves being swept away, hard to resist.",ลมฝ่ามือพัดแรงเหมือนใบไม้ร่วงปลิวจนยากจะต้านทาน
ItemInfo_空空拳法,"Meaning ""empty hands"", it can seal the opponent's hands, a very sophisticated boxing technique.","ความหมาย ""มือเปล่า"" มันสามารถผนึกมือของคู่ต่อสู้ ซึ่งเป็นเทคนิคการชกมวยที่ซับซ้อนมาก"
ItemInfo_寒魄冰心掌,"A Martial Arts Manual that records Frozen Heart Palm, would anyone really put their hands in an ice cave to practice this...",ตำราวิทยายุทธที่บันทึกฝ่ามือใจน้ำแข็ง จะมีใครเอามือเข้าไปในถ้ำน้ำแข็งเพื่อฝึกฝนสิ่งนี้..
ItemInfo_清心玉女掌,"A palm technique presumably left by a mysterious female knight, rumored to be only learnable by women who are still virgins.","วรยุทธฝ่ามือที่สันนิษฐานว่าถูกทิ้งไว้โดยบรรพจารย์หญิงลึกลับ, มีข่าวลือว่าเฉพาะหญิงสาวพรหมจรรย์เท่านั้นที่สามารถฝึกได้"
