﻿题库1_题目1,This is title 1,บทนำที่ 1
端午节太白楼_题目5,What flavor is the zongzi in Daliang City?
端午节太白楼_题目1_答案1,Cao E.
端午节太白楼_题目1_答案2,Wu Zixu.
端午节太白楼_题目1_答案3,King Zhuang of Chu.
端午节太白楼_题目1_答案4,Qu Yuan.
端午节太白楼_题目2_答案1,Eating zongzi.
端午节太白楼_题目2_答案2,Eating dumplings.
端午节太白楼_题目2_答案3,Eating yuanxiao.
端午节太白楼_题目2_答案4,Eating mooncakes.
端午节太白楼_题目3_答案1,Eating zongzi.
端午节太白楼_题目3_答案2,Racing dragon boats.
端午节太白楼_题目3_答案3,Climbing high and picking chrysanthemums.
端午节太白楼_题目3_答案4,Drinking realgar wine.
端午节太白楼_题目4_答案1,Good luck and happiness.
端午节太白楼_题目4_答案2,"A decoration, no special meaning."
端午节太白楼_题目4_答案3,Cure diseases and protect oneself.
端午节太白楼_题目4_答案4,Exorcise and avoid plague.
端午节太白楼_题目5_答案1,Salty.
端午节太白楼_题目5_答案2,Sweet.
端午节太白楼_题目5_答案3,Tasteless.
端午节太白楼_题目5_答案4,None of the above.,ไม่ใช่ทั้งหมดที่กล่าวมา
端午节忘忧楼_题目1,When is the Dragon Boat Festival?,When is the Dragon Boat Festival? (ตอบข้อ 4)
端午节忘忧楼_题目2,Which one is not another name for the Dragon Boat Festival?,Which one is not another name for the Dragon Boat Festival? (ตอบข้อ 3)
端午节忘忧楼_题目3,"What does the ""端"" in Dragon Boat Festival mean here?","What does the ""端"" in Dragon Boat Festival mean here?  (ตอบข้อ 2)"
端午节忘忧楼_题目4,What flavor is the zongzi in Lin'an City?,What flavor is the zongzi in Lin'an City? (ตอบข้อ 1)
端午节忘忧楼_题目5,"What are the five poisons to be eliminated during the Dragon Boat Festival, including snake, scorpion, centipede, and toad?","What are the five poisons to be eliminated during the Dragon Boat Festival, including snake, scorpion, centipede, and toad? (ตอบข้อ 1)"
端午节忘忧楼_题目1_答案1,The fifth day of June in the lunar calendar.
端午节忘忧楼_题目1_答案2,The fifth day of June in the solar calendar.
端午节忘忧楼_题目1_答案3,The fifth day of May in the solar calendar.
端午节忘忧楼_题目1_答案4,The fifth day of May in the lunar calendar.
端午节忘忧楼_题目2_答案1,May Festival.
端午节忘忧楼_题目2_答案2,Iris Festival.
端午节忘忧楼_题目2_答案3,June Festival.
端午节忘忧楼_题目2_答案4,Orchid Bathing Festival.
端午节忘忧楼_题目3_答案1,Upright.
端午节忘忧楼_题目3_答案2,Beginning.
端午节忘忧楼_题目3_答案3,End.
端午节忘忧楼_题目3_答案4,Holding.
端午节忘忧楼_题目4_答案1,Salty.
端午节忘忧楼_题目4_答案2,Sweet.
端午节忘忧楼_题目4_答案3,Tasteless.
端午节忘忧楼_题目4_答案4,None of the above.,ไม่ใช่ทั้งหมดที่กล่าวมา
端午节忘忧楼_题目5_答案1,Gecko.
端午节忘忧楼_题目5_答案2,Caterpillar.
端午节忘忧楼_题目5_答案3,Spider.
端午节忘忧楼_题目5_答案4,Mouse.
端午节繁华似锦楼_题目1,What is the significance of the ancient people drinking realgar wine during the Dragon Boat Festival?,What is the significance of the ancient people drinking realgar wine during the Dragon Boat Festival? (ตอบข้อ 4?)
端午节繁华似锦楼_题目2,What flavor is the zongzi in Chuxiang City?
端午节繁华似锦楼_题目3,What are the four traditional festivals?
端午节繁华似锦楼_题目4,Which totem worship from the ancient times did the Dragon Boat Festival originally evolve from?,Which totem worship from the ancient times did the Dragon Boat Festival originally evolve from? (ตอบข้อ 2?)
端午节繁华似锦楼_题目5,What are the flowers and plants used for exorcism and disease prevention during the Dragon Boat Festival?,What are the flowers and plants used for exorcism and disease prevention during the Dragon Boat Festival? (ตอบข้อ 3?)
端午节繁华似锦楼_题目1_答案1,Detoxify.
端午节繁华似锦楼_题目1_答案2,Commemorate the White Snake.
端午节繁华似锦楼_题目1_答案3,Exorcise and avoid plague.
端午节繁华似锦楼_题目1_答案4,Good luck and happiness.
端午节繁华似锦楼_题目2_答案1,Salty.
端午节繁华似锦楼_题目2_答案2,Sweet.
端午节繁华似锦楼_题目2_答案3,Spicy flavor.
端午节繁华似锦楼_题目2_答案4,None of the above.,ไม่ใช่ทั้งหมดที่กล่าวมา
端午节繁华似锦楼_题目3_答案1,"New Year's Day, Spring Festival, Mid-Autumn Festival, National Day."
端午节繁华似锦楼_题目3_答案2,"Spring Festival, Qingming Festival, Dragon Boat Festival, Mid-Autumn Festival."
端午节繁华似锦楼_题目3_答案3,"New Year's Day, Spring Festival, Lantern Festival, Mid-Autumn Festival."
端午节繁华似锦楼_题目3_答案4,"Spring Festival, Dragon Boat Festival, Mid-Autumn Festival, Double Ninth Festival."
端午节繁华似锦楼_题目4_答案1,Bai Ze.,ไป๋สือ
端午节繁华似锦楼_题目4_答案2,Loong.,มังกร
端午节繁华似锦楼_题目4_答案3,Phoenix.,หงส์
端午节繁华似锦楼_题目4_答案4,Kylin.,กิเลน
端午节繁华似锦楼_题目5_答案1,Rose.
端午节繁华似锦楼_题目5_答案2,Devil's Ivy.
端午节繁华似锦楼_题目5_答案3,Mugwort.
端午节繁华似锦楼_题目5_答案4,Rose.
儒圣馆文人闹事_题目1,"Please complete the couplet: ""The moon under the water is the moon in the sky.""","Please complete the couplet: ""The moon under the water is the moon in the sky."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目2,"Please complete the couplet: ""The sky is a chessboard and the stars are the pieces, the sun and the moon compete for light.""","Please complete the couplet: ""The sky is a chessboard and the stars are the pieces, the sun and the moon compete for light."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目3,"Please complete the couplet: ""The door faces a thousand bamboo.""","Please complete the couplet: ""The door faces a thousand bamboo."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目4,"Please complete the couplet: ""Because of the lotus, we get the lotus root.""","Please complete the couplet: ""Because of the lotus, we get the lotus root."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目5,"Please complete the couplet: ""Thinking of getting old before getting old.""","Please complete the couplet: ""Thinking of getting old before getting old."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目6,"Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face.""","Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目7,"Please complete the couplet: ""Who was it that crawled through the dog hole to steal peaches yesterday?""","Please complete the couplet: ""Who was it that crawled through the dog hole to steal peaches yesterday?"" (ตอบข้อ 3)"
儒圣馆文人闹事_题目8,"Please complete the couplet: ""A big belly can tolerate things that the world cannot tolerate.""","Please complete the couplet: ""A big belly can tolerate things that the world cannot tolerate."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目9,"Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms.""","Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目10,"Please complete the couplet: ""The chrysanthemum in golden autumn defies frost.""","Please complete the couplet: ""The chrysanthemum in golden autumn defies frost."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目11,"Please complete the couplet: ""The New Year brings extra celebrations.""","Please complete the couplet: ""The New Year brings extra celebrations."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目12,"Please complete the couplet: ""The landscape of thousands of miles is like a brocade.""","Please complete the couplet: ""The landscape of thousands of miles is like a brocade."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目13,"Please complete the couplet: ""The lights of thousands of households are as bright as the autumn moon.""","Please complete the couplet: ""The lights of thousands of households are as bright as the autumn moon."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目14,"Please complete the couplet: ""The jade swallow welcomes spring, and spring always comes.""","Please complete the couplet: ""The jade swallow welcomes spring, and spring always comes."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目15,"Please complete the couplet: ""The spring lanterns of thousands of households celebrate the Lantern Festival.""","Please complete the couplet: ""The spring lanterns of thousands of households celebrate the Lantern Festival."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目16,"Please complete the couplet: ""As the heavens add to the years, people add to their lives."""
儒圣馆文人闹事_题目17,"Please complete the couplet: ""This wood is firewood from the mountains.""","Please complete the couplet: ""This wood is firewood from the mountains."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目18,"Please complete the couplet: ""Cordyceps sinensis has nine layers of skin.""","Please complete the couplet: ""Cordyceps sinensis has nine layers of skin."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目19,"Please complete the couplet: ""Once a person was a monk, but he could not become a Buddha?""","Please complete the couplet: ""Once a person was a monk, but he could not become a Buddha?"" (ตอบข้อ 1?)"
儒圣馆文人闹事_题目20,"Please complete the couplet: ""The thatched cottage leaves a legacy for future generations.""","Please complete the couplet: ""The thatched cottage leaves a legacy for future generations."" (ตอบข้อ 4)"
