﻿Fame-35_1_1,This pigeon letter...,นกพิราบส่งสาร...
M2322-2_5_3,"{PlayerSurName}, you're the amazing one. With just a few words from me, {PlayerSurName} was able to learn quickly. I'm really impressed.",ท่านจอมยุทธ์{PlayerSurName} ต่างหากที่น่าชื่นชม ข้าเพียงพูดสองสามประโยค ท่าน{PlayerSurName} ก็สามารถจับใจความและต่อยอดได้ ช่างน่ายกย่อง
M2322-2_6_1,I happen to know a thing or two about calligraphy and painting. Let me appreciate Boss Qian's collection.,พอดีว่าข้ามีความรู้เรื่องงานเขียนและภาพวาดอยู่บ้าง เช่นนั้นขอข้าชมของสะสมของเจ้าสัวเฉียนสักหน่อยเถอะ
M2322-2_6_2,I've heard that {PlayerSurName} has unique insights into calligraphy and painting. I must let you enlighten me.,ข้าเองก็ได้ยินมาว่า ท่านจอมยุทธ์{PlayerSurName} มีความเข้าใจในงานเขียนและภาพวาดเป็นอย่างดี ต้องขอให้ท่านเปิดหูเปิดตาข้าเสียหน่อยแล้ว
M2322-2_7_1,Hmm? This scroll painting...,หืม? ภาพนี้...
M2322-2_7_2,"{PlayerSurName} hero, what's wrong with this scroll painting?",ท่านจอมยุทธ์{PlayerSurName} ภาพนี้มีอะไรผิดปกติหรือ?
M2322-2_7_3,"At first glance, this scroll painting seems to be the work of the Painting Master, but upon closer inspection, the way some of the people's belts hang is incorrect, it's likely a forgery.",ภาพนี้ดูเผินๆ คล้ายเป็นฝีมือของบรมครูจิตรกรรม แต่หากพินิจดูให้ดี การตกของชายผ้าในภาพนี้กลับผิดสัดส่วน ข้ากลัวว่าภาพนี้จะเป็นของเลียนแบบเสียแล้ว
M2322-2_7_4,This... I paid a lot for this...,อะไรนะ... ภาพนี้ข้าลงทุนซื้อมาในราคาสูงลิบ...
M2322-2_7_5,"Master Pan, take a look...",คุณชายพาน ลองพินิจดูสิ...
M2322-2_7_6,"Indeed, not only the belts, but the man's crown in the corner of the painting is not of the previous dynasty's style, this scroll painting is undoubtedly a forgery.",อืม... จริงดังว่า มิใช่เพียงชายผ้าเท่านั้น แม้กระทั่งมงกุฎของบุรุษที่อยู่ตรงมุมภาพ ก็มิใช่สมัยราชวงศ์ก่อน ภาพนี้เป็นของปลอมแน่นอน
M2322-2_7_7,"How could this happen, my money...",ไม่น่าเลย... เงินของข้า...
M2322-2_7_8,"{PlayerSurName} hero's observation is indeed meticulous, your understanding of calligraphy and painting also impresses me.",ท่านจอมยุทธ์{PlayerSurName} มีสายตาละเอียดลออยิ่งนัก ความเข้าใจในศิลปะก็น่าชื่นชม ข้าขอนับถือ
M2322-2_7_9,"Not at all, I just happened to notice.",มิได้ๆ ข้าเพียงบังเอิญสังเกตเห็นเท่านั้น
M2322-2_8_1,"It's getting late, I'm going to retire to my room, I won't disturb Master Pan's enjoyment.",ยามนี้ก็ดึกมากแล้ว ข้าขอตัวกลับห้องพัก ไม่รบกวนคุณชายพานดื่มด่ำกับศิลปะต่อแล้ว
M2322-2_8_2,"Alright, I hope there will be another chance to appreciate the art with {PlayerSurName} hero in the future.",ได้ หวังว่าในวันหน้า ข้าจะมีโอกาสได้ร่วมสนทนา และชื่นชมศิลปะกับท่านจอมยุทธ์{PlayerSurName} อีก
M2322-2_9_1,"Master Pan, look at this scroll painting...",คุณชายพาน ลองพินิจดูภาพวาดนี่สิ...
M2322-2_9_2,This scroll painting...,ภาพวาดนี่...
M2322-2_9_3,Better not disturb their enjoyment.,อย่าได้รบกวนสองท่านให้เสียบรรยากาศเลย
M2322-3_1_1,"{yell} Boss Qian, how come there are items lost from the Prime Minister Temple on your ship?!",{yell}เจ้าสัวเฉียน! เหตุใดบนเรือของเจ้าถึงมีสมบัติที่สูญหายไปจากวัดเซียงกั๋ว?!
M2322-3_1_2,"Master Wu Jing, what are you talking about, I don't know...",ท่านไต้ซืออู่จิ้ง ท่านพูดอะไร ข้าไม่รู้เรื่อง...
M2322-3_1_3,"See for yourself, what is this!",เจ้าดูเอาเองว่าสิ่งนี้คืออะไร!
M2322-3_1_4,This bronze Buddha statue...,นี่มัน... พระพุทธรูปทองสัมฤทธิ์...
M2322-3_1_5,{yell} This is the burial object of the previous Abbot of the Prime Minister Temple! Why is it on your ship!,{yell} นี่คือของที่ฝังร่วมกับเจ้าอาวาสวัดเซียงกั๋วองค์ก่อน! เหตุใดมันจึงมาอยู่บนเรือของเจ้า?!
M2322-3_1_6,"If you don't give me a reasonable explanation today, don't blame me for being ruthless!",วันนี้หากเจ้าไม่ให้คำอธิบายที่สมเหตุสมผล ก็อย่าหาว่าข้าจะใช้ไม้เท้าอย่างไม่ปรานี!
M2322-3_1_7,I... I really don't know the origin of this object...,ขะ... ข้าก็ไม่รู้จริงๆ ว่าสิ่งนี้มีที่มาอย่างไร...
M2322-3_1_8,"Master Wu Jing, what's going on?",ท่านไต้ซืออู่จิ้ง นี่มันเรื่องอะไรกัน?
M2322-3_2_1,"{PlayerSurName} Benefactor, you also know what goods are on this ship.",ประสก{PlayerSurName} ท่านก็รู้ว่าสินค้าบนเรือลำนี้มีอะไรบ้าง
