﻿SlgTechName_科技0,Technology 0,วิทยาการ 0
DLC1FactionName_1,Taoist Sect,สำนักเต๋า
DLC1FactionName_2,Shifa Temple,อารามซื่อฟา
DLC1FactionName_3,Nine Factions Sect,นิกายเก้าฝ่าย
DLC1FactionName_4,Melody House,ตำหนักบทเพลง
DLC1FactionName_5,Jiuli Tribe,เผ่าจิ่วลี่
DLC1FactionName_6,Jiujiang Fortress,ค่ายน้ำจิ่วเจียง
DLC1FactionName_7,Herbology Sect,สำนักพฤกษา
DLC1FactionName_8,Beast Manor,หมู่ตึกหมื่นอสูร
DLC1FactionName_9,Swallow Nest,รังนกนางแอ่น
DLC1FactionName_10,Crime Investigation Bureau,สำนักเทพมือปราบ
DLC1FactionName_11,Tiger Escort,สำนักคุ้มภัยพยัคฆา
DLC1FactionName_12,Night Auction Market,ตลาดประมูลราตรี
DLC1FactionName_13,Langya Sword Pavilion,ศาลากระบี่หลางหยา
DLC1FactionName_14,Tomb Raider Sect,สำนักปล้นสุสาน
DLC1FactionName_15,Blue Wind Camp,ค่ายวายุคราม
DLC1FactionName_16,Ye Family Battalion,กองทัพตระกูลเย่
DLC1FactionName_17,Cold Skin Gang,พรรคมังสาเหมันต์
DLC1FactionName_18,Divine Flame Sect ,นิกายเพลิงศักดิ์สิทธิ์
DLC1FactionName_101,My Sect,สำนักของข้า
DLC1FactionName_102,Blue Wind Camp,ค่ายวายุคราม
DLC1FactionName_21,Free Faction 3,ฝ่ายอิสระ 3
DLC1CapitalOverrideName_0,Confucius Temple,วัดขงจื้อ
DLC1CapitalOverrideName_1,Taoist Sect,สำนักเต๋า
DLC1CapitalOverrideName_2,Shifa Temple,อารามซื่อฟา
DLC1CapitalOverrideName_3,Nine Factions Sect,นิกายเก้าฝ่าย
DLC1CapitalOverrideName_4,Melody House,ตำหนักบทเพลง
DLC1CapitalOverrideName_5,Jiuli Tribe,เผ่าจิ่วลี่
DLC1CapitalOverrideName_6,Jiujiang Fortress,ค่ายน้ำจิ่วเจียง
DLC1CapitalOverrideName_7,Herbology Sect,สำนักพฤกษา
DLC1CapitalOverrideName_8,Beast Manor,หมู่ตึกหมื่นอสูร
DLC1CapitalOverrideName_9,Swallow Nest,รังนกนางแอ่น
DLC1CapitalOverrideName_10,Crime Investigation Bureau,สำนักเทพมือปราบ
DLC1CapitalOverrideName_11,Tiger Escort,สำนักคุ้มภัยพยัคฆา
DLC1CapitalOverrideName_12,Night Auction Market,ตลาดประมูลราตรี
DLC1CapitalOverrideName_13,Langya Sword Pavilion,ศาลากระบี่หลางหยา
DLC1CapitalOverrideName_14,Tomb Raider Sect,สำนักปล้นสุสาน
DLC1CapitalOverrideName_15,Blue Wind Camp,ค่ายวายุคราม
DLC1CapitalOverrideName_16,Ye Family Battalion,กองทัพตระกูลเย่
DLC1CapitalOverrideName_17,Cold Skin Gang,พรรคมังสาเหมันต์
DLC1CapitalOverrideName_18,Divine Flame Sect ,นิกายเพลิงศักดิ์สิทธิ์
DLC1PvcName_1,Longevity Tomb,สุสานอมตะ
DLC1PvcName_2,Guanbei,ด่านเหนือ
DLC1PvcName_3,Mass Burial Ground,สุสานไร้ระเบียบ
DLC1PvcName_4,West Forest,ป่าตะวันตก
DLC1PvcName_5,East Forest,ป่าตะวันออก
DLC1PvcName_6,Ritual Platform,ปะรำพิธี
DLC1PvcName_7,Bian Dong,ชายแดนตะวันออก
DLC1PvcName_8,Rengu,หุบเขาแห่งเมตตา
DLC1PvcName_9,East Mountain Valley,หุบเขาตะวันออก
DLC1PvcName_10,Rengu South,หุบเขาแห่งเมตตาทางใต้
DLC1PvcName_11,Diamond Valley,หุบเขาวชิระ
DLC1PvcName_12,Stream Forest,ป่าลำธาร
DLC1PvcName_13,Daliang East,ต้าเหลียงตะวันออก
DLC1PvcName_14,Daliang,ต้าเหลียง
DLC1PvcName_15,Abandoned Courtyard,ลานรกร้าง
DLC1PvcName_16,Mang Mountain Pass,ทางภูเขาหมาง
DLC1PvcName_17,Mang Mountain Foot,เชิงเขาภูเขาหมาง
DLC1PvcName_18,Diamond Valley South,หุบเขาวชิระทางใต้
DLC1PvcName_19,Jade Gate North,ด่านประตูหยกทางเหนือ
DLC1PvcName_20,Jade Gate,ด่านประตูหยก
DLC1PvcName_21,Zhongzhou Region Port,ท่าเรือจงโจว
DLC1PvcName_22,Swallow Forest,ป่ารังนกนางแอ่น
DLC1PvcName_23,Horse King Mountain,ภูเขาราชาม้า
DLC1PvcName_24,Buddha Temple,อารามพุทธะ
DLC1PvcName_25,Lin'an,หลินอัน
DLC1PvcName_26,Lin'an South,หลินอันทางใต้
DLC1PvcName_27,Deep Black Forest,ส่วนลึกของป่ามืด
DLC1PvcName_28,Black Forest,ป่ามืด
DLC1PvcName_29,Horse King Cave,ถ้ำราชาม้า
DLC1PvcName_30,Jiangbei,แม่น้ำเหนือ
DLC1PvcName_31,Peak of Challenge,ยอดเขาแห่งการชิงชัย
DLC1PvcName_32,Langya Mountain,ภูเขาหลางหยา
DLC1PvcName_33,Jiujiang,จิ่วเจียง
DLC1PvcName_34,Pingshan,ภูเขาผิงซาน
DLC1PvcName_35,Langya Mine,เหมืองแร่หลางหยา
DLC1PvcName_36,Pingshan Valley,หุบเขาผิงซาน
DLC1PvcName_37,Qiongshan Forest,ป่าชงซาน
DLC1PvcName_38,Mang Mountain Forest,ป่าภูเขาหมาง
DLC1PvcName_39,Mang Mountain Pit,สุสานภูเขาหมาง
DLC1PvcName_40,Jiujiang West,จิ่วเจียงตะวันตก
DLC1PvcName_41,Qiongshan,ภูเขาฉงซาน
DLC1PvcName_42,Herb Forest,ป่าสมุนไพร
DLC1PvcName_43,Blue Wind Camp,ค่ายวายุคราม
DLC1PvcName_44,Mang Mountain South,ภูเขาหมางทางใต้
DLC1PvcName_45,Snowflower Valley,หุบเขาโบตั๋น
DLC1PvcName_46,Nameless village,หมู่บ้านไร้นาม
DLC1PvcName_47,Forest of Broken Souls,ป่าวิญญาณสลาย
DLC1PvcName_48,Small Ridge,เนินเล็ก
DLC1PvcName_49,Borderland,พื้นที่ชายแดน
DLC1PvcName_50,Old Camp,ค่ายเก่า
DLC1PvcName_51,Refugee Camp,ค่ายผู้ลี้ภัย
DLC1PvcName_52,Wild Wolf Valley,หุบเขาหมาป่า
DLC1PvcName_53,Xiangfan Region Port,ท่าเรือเซียงฝาน
DLC1PvcName_54,Chuxiang,ฉู่เซียง
DLC1PvcName_55,God Cow Mountain,ภูเขาเทพวัว
DLC1PvcName_56,Outside Jade Gate,นอกด่านประตูหยก
DLC1PvcName_57,Jade Gate South,ด่านประตูหยกทางใต้
DLC1PvcName_58,Mang Mountain North,ภูเขาหมางทางเหนือ
DLC1PvcName_59,Nameless Land,พื้นที่ไร้นาม
DLC1PvcName_60,Xiangfan Forest South,ป่าเซียงฝานทางใต้
DLC1PvcName_61,Xiangfan Forest,ป่าเซียงฝาน
DLC1PvcName_62,God of Marriage's Shrine,ศาลเทพเจ้าด้ายแดง
DLC1PvcName_63,Wuxian Mountain East,ภูเขาอู๋เซียนตะวันออก
DLC1PvcName_64,Wuxian Mountain,ภูเขาอู๋เซียน
DLC1PvcName_65,Deserted Courtyard,ลานบ้านร้าง
DLC1PvcName_66,Wuxian Mountain Pass,ทางผ่านภูเขาอู๋เซียน
DLC1PvcName_67,Wuxian Forest,ป่าอู๋เซียน
DLC1PvcName_68,Bailing Mountain,ภูเขาไป๋หลิง
DLC1PvcName_69,Sea of Flowers,ทะเลบุปผา
DLC1PvcName_70,Fountain of Youth.,น้ำพุแห่งความเยาว์วัย
DLC1PvcName_71,Wuxian Mountain North,ภูเขาอู๋เซียนทางเหนือ
DLC1PvcName_72,Flame City,เมืองอัคคี
DLC1PvcName_73,Flame Toad Cave,ถ้ำคางคกอัคคี
DLC1PvcName_74,Desert West,ทะเลทรายตะวันตก
DLC1PvcName_75,Chang'an Inn,โรงเตี๊ยมฉางอัน
DLC1PvcName_76,Desert South,ทะเลทรายทางใต้
DLC1PvcName_77,Holy Fire Mountain,ภูเขาเพลิงศักดิ์สิทธิ์
DLC1PvcName_78,Jiuli,จิ่วลี่
DLC1PvcName_79,Herb Forest South,ป่าสมุนไพรทางใต้
DLC1PvcName_80,Herb Forest,ป่าสมุนไพร
DLC1FactionInfo_0,"A Confucian academy with a long history. Under the leadership of the new dean, Cai Yuanchang, it embraces the new and recruits widely. With the assistance of the Four Arts and four virtuous people, the students are elegant and talented.",สถาบันขงจื๊อที่มีประวัติศาสตร์อันยาวนาน ภายใต้การนําของเจ้าสำนักคนใหม่ ไช่หยวนฉาง ได้ปฏิรูปแนวคิดดั้งเดิมผสมผสานสิ่งใหม่ๆ พร้อมทั้งเปิดรับลูกศิษย์อย่างกว้างขวาง นอกจากนี้ ยังมีปราชญ์ทั้งสี่ ผู้เชี่ยวชาญด้านดนตรี หมากล้อม บทกลอน และภาพวาด คอยช่วยเหลือ ทำให้ลูกศิษย์ของสำนัก ล้วนเป็นผู้มีความรู้และความสง่างาม
DLC1FactionInfo_1,"A Taoist sect that has been established for hundreds of years, emphasizing self-cultivation and dual cultivation of Qi and sword. Under the leadership of Zhong Yangzi, the disciples aim to save the world and prioritize benevolence and righteousness. They are a model of the current martial arts righteous sect.",สำนักเต๋าก่อตั้งมาหลายร้อยปี โดยยึดหลักฝึกฝนตนเอง พร้อมกับการฝึกลมปราณและกระบี่ควบคู่กัน ภายใต้การนำของ ฉงหยางสื่อ เหล่าศิษย์ต่างยึดถือการช่วยเหลือผู้คนเป็นหลัก โดยยึดหลักศีลธรรมและคุณธรรมเป็นสำคัญ ทำให้สำนักนี้เป็นแบบอย่างที่ดี ของสำนักฝ่ายธรรมะในยุทธภพปัจจุบัน
