﻿BuffInfo_DLC教学特征1,Giant Roll increases Attack and Defense.,เพิ่มการโจมตีและการป้องกันอย่างมาก
part-9-3-13,"Wait, if you praise me, I like to hear it. But if you say I'm the reincarnation of some Arhat, I don't like to hear it.",เดี๋ยวก่อน ถ้าเจ้าชมข้า ข้าก็ชอบฟัง แต่ถ้าเจ้าจะบอกว่าข้าเป็นการกลับชาติมาเกิดของพระอรหันต์องค์ไหน ข้าไม่ชอบฟังหรอกนะ
part-9-3-14,"The Buddhist door is wide open, can't it accommodate a mad monk? Lai Toudian is not bound by the precepts of wine and meat here.",ประตูพระธรรมนั้นเปิดกว้าง จะมีหลวงจีนเพี้ยนๆบ้างไม่ได้หรืออย่างไร? ไล่โถวเตียนไม่ถูกผูกพันด้วยข้อห้ามการดื่มสุราและกินเนื้อสัตว์
part-9-3-15,"But your private exit from the mountain entrance, and affecting other monks' morning classes, indeed need to be punished, you are grounded and not allowed to go out.",แต่การที่ท่านแอบออกจากทางเข้าเขาเองตามลำพัง และส่งผลกระทบต่อการเรียนยามเช้าของพระรูปอื่นๆ ก็สมควรได้รับการลงโทษจริงๆ ท่านจะต้องถูกกักบริเวณและห้ามออกไปไหน
part-9-3-16,"Oh... this, when can I go out then?",อ๋อ... เรื่องนี้เหรอ แล้วข้าจะออกไปได้เมื่อไหร่ล่ะ?
part-9-3-17,When you can go out.,เมื่อท่านสามารถออกไปได้
part-9-3-18,"The old monk is playing tricks, and I'm not interested! If I can't go out, I'll find my own fun!",พระชราเล่นลูกไม้อีกแล้ว ข้าไม่สนใจหรอก! ถ้าออกไปไม่ได้ ข้าก็จะหาความสนุกของข้าเองนั่นแหละ!
part-9-4-1,"Lai Toudian, you have repeatedly violated the precepts, I am here to expel you, from now on you are no longer a member of {MyFaction}!",ไล่โถวเตียน เจ้าทำผิดศีลผิดวินัยซ้ำแล้วซ้ำเล่า ข้ามาที่นี่เพื่อขับไล่เจ้าออกจาก{MyFaction}!
part-9-4-2,"Hey, I thought you were here to help me take off my monk shoes.",เฮ้ ข้านึกว่าเจ้ามาช่วยข้าถอดรองเท้าพระเสียอีก
part-9-4-3,"As a monk, I still have a lot of karma to observe in the world, I'm leaving!",ในฐานะหลวงจีน ข้ายังมีกรรมที่ต้องไปดูอีกมากในโลกนี้ ข้าไปล่ะ!
part-9-4-4,Lai Toudian left singing a song and shaking his broken Cattail fan.,ไล่โถวเตียนเดินจากไปพร้อมกับร้องเพลงและโบกพัดซ่อมซ่อในมือของเขา
part-9-5-1,These Mountain Bandits are quite skilled...,พวกโจรภูเขาพวกนี้มีฝีมือใช้ได้เลยทีเดียว...
part-9-5-2,"Get lost and don't let me see you again, if you steal my food again next time, I will break your hands and feet!",หายไปให้พ้น อย่าให้ข้าเห็นหน้าอีก ถ้าเจ้ายังกล้ามาขโมยอาหารของข้าอีกครั้ง ข้าจะหักแขนหักขาเจ้าให้ดู!
part-9-5-3,"Huff, oh, my head hurts.",ฮึ่ย โอ๊ย ปวดหัวจัง
part-9-5-4,Huh? Huh? You are...,หา? หา? เจ้าคือ...
part-9-5-5,"No, no, you've got the wrong person.",ไม่ใช่ ไม่ใช่ เจ้าเข้าใจผิดแล้ว
part-9-5-6,"I'm not mistaken, you're the monk who saved me!",ข้าไม่ได้เข้าใจผิดหรอก เจ้าคือพระที่เคยช่วยข้าไว้!
part-9-5-7,"You're still a Mountain Bandit today, and you said you swore because I forced you, it doesn't sound good if this gets out, does it?",เจ้าก็ยังเป็นโจรภูเขาอยู่ทุกวันนี้ แล้วเจ้าบอกว่าที่ต้องสาบานก็เพราะข้าบังคับ ถ้าเรื่องนี้รั่วไหลออกไป มันคงไม่ค่อยดีแน่ใช่ไหมล่ะ?
