﻿BuffEffect_OnEnable,{0} gains <#00FF00>{1}</color> status,{0} ได้รับ สถานะ <#00FF00>{1}</color> 
BuffInfo_玄衣令Buff1,"During Attack, reduce the enemy's <#FE2929>energy by 75 points</color>."
BuffInfo_神捕腰牌Buff1,"The higher the Benevolence, the higher the damage. For every point of Benevolence, <#29F161>final damage increases by 0.25%</color>."
BuffInfo_将军府腰牌Buff1,
BuffInfo_叶家军腰牌Buff1,
BuffInfo_玄色绳结Buff1,"When HP is below 25%, lower-class minions will appear to assist in battle, only once per battle."
BuffInfo_九江鱼篓Buff1,<#29F161>Fishing skill increases by 1 level</color>.
BuffInfo_九江鱼篓Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_玄铁令牌Buff1,"If Fame Level is below 5, it will default to level 5."
BuffInfo_百草符Buff1,"After each action, <#29F161>recover 75 HP</color>."
BuffInfo_百草符Buff2,<#29F161>Medical increases by 50 points</color>.
BuffInfo_君子玉Buff1,"For everyone, <#29F161>Gift effect increases by 25%</color>."
BuffInfo_君子玉Buff2,"<#29F161>The changes in the five characters of ""benevolence, righteousness, propriety, wisdom, and trust"" will all double</color>."
BuffInfo_菩提佛珠Buff1,"Immune to Charm, Taunt, Fear, Slumber, Confuse."
BuffInfo_通犀辟毒牌Buff1,Poison Immunity.
BuffInfo_通犀辟毒牌Buff2,<#29F161>Toxicology increases by 10 points</color>.
BuffInfo_游商令牌Buff1,Mercantile Skill<#29F161>growth rate increases by 200%</color>.
BuffInfo_游商令牌Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_火焰令Buff1,"In battle, <#29F161>Movement Range increases by 1 square, Action Speed increases by 15%</color>."
BuffInfo_透光镜Buff1,"Appraise Artwork, Antiques, Books<#29F161>growth rate increases by 100%</color>."
BuffInfo_透光镜Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_引虫香Buff1,"During bug catching, the probability of encountering Epic bugs increases by 150%, and the probability of encountering Legendary bugs increases by 50%."
BuffInfo_引虫香Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_大黑锅Buff1,Additional damage for Pierce Back attack.
BuffInfo_百味调料罐Buff1,Cooking<#29F161>growth rate increases by 200%</color>.
BuffInfo_百味调料罐Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_磨刀石Buff1,Lumbering<#29F161>growth rate increases by 200%</color>.
BuffInfo_磨刀石Buff2,<#29F161>Accuracy increases by 10%</color>.
BuffInfo_玉如意Buff1,"After entering battle, using Long type martial arts, <#29F161>damage increases by 12%</color>."
BuffInfo_寒玉玦Buff1,"After entering battle, using Short type martial arts, <#29F161>damage increases by 12%</color>."
BuffInfo_羊脂玉佩Buff1,"After entering battle, using Blade type martial arts, <#29F161>damage increases by 12%</color>."
BuffInfo_金蚕蛊Buff1,<#29F161>Toxicology increases by 20 points</color>.
BuffInfo_六寸金针Buff1,<#29F161>Medical increases by 20 points</color>.
BuffInfo_凤鸟玉佩Buff1,"In battle, <#29F161>Movement Range increases by 1 square</color>."
BuffInfo_盗圣扳指Buff1,Steal<#29F161>success rate increases by 50%</color>.
BuffInfo_神捕令Buff1,"For every point of Benevolence, the allied characters within a radius of 3 squares <#29F161>increase damage by 0.15%</color>, <#29F161>defense increases by 0.15%</color>."
BuffInfo_神捕令Buff2,"For every point increase in Benevolence, the damage of enemy Characters within a radius of 3 squares is reduced by 0.1%, and Defense is reduced by 0.1%."
BuffInfo_神捕令Buff1_光环,"For every point increase in Benevolence, Damage increases by 0.15%, and Defense increases by 0.15%."
BuffInfo_神捕令Buff2_光环,"For every point increase in the opponent's Benevolence, Damage decreases by 0.1%, and Defense decreases by 0.1%."
BuffInfo_平衡车Buff1,Combat Movement Range increases by 2 squares.
BuffInfo_平衡车Buff2,Qinggong increases by 70.,วิชาตัวเบาเพิ่มขึ้น 70
BuffInfo_平衡车Buff3,Action Speed increases by 20.
BuffInfo_皇族玉佩Buff1,The effect of Fame increases by 2 levels.
BuffInfo_皇族玉佩Buff2,Accuracy increases by 50%.
BuffInfo_皇族玉佩Buff3,Qinggong increases by 70.,วิชาตัวเบาเพิ่มขึ้น 70
BuffInfo_金饭碗Buff1,"After each Attack, the enemy will not gain any Spirit value."
BuffInfo_金饭碗Buff2,Accuracy increases by 30%.
BuffInfo_金饭碗Buff3,Combo rate increases by 10%.
BuffInfo_四海全舆图Buff1,Travel time on the world map is reduced by 50%.
BuffInfo_四海全舆图Buff2,Qinggong increases by 100 points.
BuffInfo_调兵虎符Buff1,"At the start of the battle, three generals assist in the fight. The generals' Level is fixed and they only appear once per battle."
BuffInfo_调兵虎符Buff2,Attack increases by 100.
BuffInfo_调兵虎符Buff3,Critical increases by 10%.
BuffInfo_传国玉玺Buff1,Guaranteed to Parry when attacked.
BuffInfo_传国玉玺Buff2,Guaranteed to Critical when attacking.
BuffInfo_传国玉玺Buff3,"Attack increases by 10%, Defense increases by 10%."
BuffInfo_千机钥Buff1,Comes with a level 4 Machinery Skill.
BuffInfo_千机钥Buff2,Accuracy increases by 50%.
BuffInfo_千机钥Buff3,Qinggong increases by 70.,วิชาตัวเบาเพิ่มขึ้น 70
BuffInfo_免死金牌Buff1,"Invincible to Finishing Strikes, recovers 50% of maximum HP and 50% of maximum MP, effective once per battle."
BuffInfo_免死金牌Buff2,"Increases maximum HP by 10%, increases maximum MP by 10%."
BuffInfo_高僧舍利Buff1,EXP gained from defeating opponents in battle increases by 30%.
BuffInfo_高僧舍利Buff2,"Attack increases by 10%, Defense increases by 10%."
BuffInfo_七宝佛珠Buff1,"When Benevolence is above 0, for every point increase, the final damage received when attacked is reduced by 0.25%."
BuffInfo_七宝佛珠Buff2,"When Benevolence is above 0 and the enemy is a Heart Demon, for every point increase in Benevolence, the final damage caused by the Heart Demon's Attack is reduced by 0.3%, and the final damage received by the Heart Demon increases by 0.3%."
BuffInfo_功德牌Buff1,Inflicts a 15% reduction in Action Speed on enemies within a 3-tile radius.
BuffInfo_功德牌Buff2,Allies within a 3-tile radius gain an additional 100% Spirit when in combat.
BuffInfo_功德牌Buff1_光环,<#FE2929>Action Speed decreases by 15%</color>.
BuffInfo_功德牌Buff2_光环,Spirit gain <#29F161>increases by an additional 100%</color>.
BuffInfo_天穹之印Buff1,Guaranteed to Parry when attacked.
BuffInfo_苍生之印Buff1,Guaranteed to Critical when attacking.
BuffInfo_社稷之印Buff1,"<#29F161>Attack increases by 8%, Defense increases by 8%</color>."
BuffInfo_装备_封招,Unable to use martial arts and special moves.
BuffInfo_装备_断筋,Movement Range reduced by 3 squares.
BuffInfo_装备_缴械,Weapon properties and effects are nullified.
BuffInfo_装备_破绽,Guaranteed to be Critically hit when Attacked.
BuffInfo_装备_紊乱,Attack damage fluctuates between 50%-100%.
BuffInfo_装备_破功,Unable to trigger Main Internal effect.
BuffInfo_装备_冰冻,Action Speed-15%
BuffInfo_装备_骨折,Additional 15% reduction in Attack damage.
BuffInfo_装备_散功,Reduce current MP by 5% after each action.
BuffInfo_装备_昏迷,"Unable to act, guaranteed to be Critically hit when Attacked."
BuffInfo_装备_迷惑,"Lost mind, assist the enemy in Attacking own team."
BuffInfo_绝招_封招,Unable to use martial arts and special moves.
BuffInfo_绝招_断筋,Movement Range reduced by 3 squares.
BuffInfo_绝招_缴械,Weapon properties and effects are nullified.
BuffInfo_绝招_破绽,Guaranteed to be Critically hit when Attacked.
BuffInfo_绝招_紊乱,Attack damage fluctuates between 50%-100%.
BuffInfo_绝招_破功,Unable to trigger Main Internal effect.
BuffInfo_绝招_冰冻,Action Speed-15%
BuffInfo_绝招_骨折,Additional 15% reduction in Attack damage.
BuffInfo_绝招_散功,Reduce current MP by 5% after each action.
BuffInfo_绝招_昏迷,"Unable to act, guaranteed to be Critically hit when Attacked."
BuffInfo_绝招_迷惑,"Lost mind, assist the enemy in Attacking own team."
BuffInfo_绝招_泄劲,Critical-10%
BuffInfo_绝招_散架,Parry-10%
BuffInfo_绝招_迟钝,Evasion-10%
BuffInfo_绝招_昏睡,"Guaranteed to be Critically hit when Attacked, and immediately sober up."
BuffInfo_绝招_卸甲,Armor falls off and cannot function.
BuffInfo_绝招_虚弱,Recovery of HPMP is halved.
BuffInfo_唯命是从丹解药,"The poison of the Self-restrained pill is suppressed, preventing recurrence for 10 days."
BuffInfo_唯命是从丹之毒,"Without antidote, the poison of Self-restrained reduces Max HP and Max MP by 5% every 2 days."
BuffInfo_腰伤,"Strength -2, Dexterity -2."
BuffInfo_复仇,"Attack power increases by 50%, Defense power decreases by 30%, Critical increases by 25%, Action Speed increases by 30%."
BuffInfo_内息紊乱,Cannot trigger Inner Strength Boost and Inner Strength Protection effects.
BuffInfo_七日断肠蛊,"Suffering daily after being poisoned, will be dead by poison after seven days."
BuffInfo_皮开肉绽,"Constitution -1, Strength -1, Dexterity -1, Max HP -10%."
BuffInfo_伤筋痛骨,"Constitution -3, Strength -3, Dexterity -3, Max HP -30%."
BuffInfo_骨断筋折,"Constitution -8, Strength -8, Dexterity -8, Max HP -80%."
BuffInfo_黥面,Luck<#FE2929>-5</color>
BuffInfo_腹泻,Constitution<#FE2929>-5</color>
BuffInfo_七日断肠蛊解药,"After taking, it will remove the Seven-day Broken Intestine Gu, but will be fatigued for seven days, Constitution -2, Strength -2, Dexterity -2, Intelligence -2, Luck -2."
BuffInfo_拘魂丹毒,"If antidote is not taken within 3 days after being poisoned, will be dead by poison."
BuffInfo_兵器受潮,Final damage decreases by 15% when attacking.
BuffInfo_兵粮寸断,Action Speed -15%.
BuffInfo_陈年旧疾,Each action during combat will result in 5 points of Internal Injury.
BuffInfo_绳索缚身,"Upon entering battle, you can only move 1 square for the first three actions and cannot attack, use items, etc. Restrictions are lifted after three actions."
BuffInfo_身负重伤,"<#FE2929>Your HP and Defense are reduced by 90%</color>, you can only deal <#FE2929>10% damage</color> when attacking, and your <#FE2929>Action Speed is reduced by 50%</color>."
BuffInfo_肩上抗人,"At the start of the battle, your <#FE2929>Movement Range is reduced by 3 squares</color>."
BuffInfo_毒发身亡,"After consumption, it will cause <#FE2929>Dead by poison</color>."
BuffInfo_经行腹痛,"When it's your turn, there's a <#FE2929>15% chance that your HP will be reduced to 10% of the remaining HP</color>, and you will skip this action."
BuffInfo_丁家血蛊,"In battle, for each additional female teammate present, <#FE2929>reduce your HP by 10%</color>."
BuffInfo_丁家姑爷,Receive <#29F161>1 Coin</color> for each day passed.
BuffInfo_废除内力,"The Energy you learned is lost, you need to learn it again, {ceft0}."
BuffInfo_神采奕奕,<#29F161>Gift effect increases by 15%</color>.
BuffInfo_皇室驸马,"<#29F161>When Fame Level is below 6, it defaults to level 6</color>; \nWhen meeting a non-enemy character for the first time, <#29F161>Relations value increases by an additional 20</color>; \nReceive <#29F161>2 Guans</color> for each day passed; \n<#FE2929>Gift effect to females is reduced by 90%</color>."
BuffInfo_蚀心穿肠,"After each action, <#FE2929>reduce current HP and MP by 10%</color>."
BuffInfo_养兵千日1,"In battle, <#29F161>final damage increases by 100%, HP increases by 100%, Defense increases by 100%, and Action Speed increases by 50%</color>."
BuffInfo_养兵千日2,"In battle, <#29F161>final damage increases by 80%, HP increases by 80%, Defense increases by 80%, and Action Speed increases by 40%</color>."
BuffInfo_养兵千日3,"In battle, <#29F161>final damage increases by 60%, HP increases by 60%, Defense increases by 60%, and Action Speed increases by 30%</color>."
BuffInfo_养兵千日4,"In battle, <#29F161>final damage increases by 40%, HP increases by 40%, Defense increases by 40%, and Action Speed increases by 20%</color>."
BuffInfo_养兵千日5,"In battle, <#29F161>final damage increases by 20%, HP increases by 20%, Defense increases by 20%, and Action Speed increases by 10%</color>."
BuffInfo_军纪涣散,"During combat, <#FE2929>final damage is reduced by 50%, Defense is reduced by 50%, and Action Speed is decreased by 50%</color>."
BuffInfo_琳琅棋局1,"Upon death, <#FE2929>2 enemies</color> are randomly summoned in the surrounding area."
BuffInfo_琳琅棋局2,"Upon death, <#29F161>the protagonist recovers 10% HP</color>."
BuffInfo_琳琅棋局3,"If you are surrounded and attacked by more than three enemies, you will be instantly killed."
BuffInfo_逆血行气,"During combat, <#29F161>final damage increases by 100%</color>, <#29F161>Action Speed increases by 25%</color>, <#FE2929>Defense is reduced by 50%</color>, after 10 actions, <#FE2929>HP is reduced by 100%, down to 1 point</color> (Passive <#F3DE99>Windwalker</color> and other additional movement effects count as 1 action)."
BuffInfo_内息错乱,"Action Speed is decreased by <#FE2929>50%</color>, Defense is reduced by <#FE2929>50%</color>, damage is reduced by <#FE2929>50%</color> when attacking, and MP Cost increases by <#FE2929>200%</color> when using martial arts."
BuffInfo_旧病缠身,"Strength<#FE2929>-1</color>, Dexterity<#FE2929>-1</color>, Constitution<#FE2929>-1</color>, MP Cost increases by <#FE2929>50%</color> when using martial arts."
BuffInfo_他人期许,Gain an additional <#29F161>15% Experience</color> when obtaining Fame Experience.
BuffInfo_护佑少主,"After entering combat, if Yang Yao Er is in the team, your own <#29F161>Critical increases by 8%</color>, <#29F161>Parry increases by 8%</color>, <#29F161>Action Speed increases by 15 points</color>."
BuffInfo_私家小厨,"After Hua Siniang joins the team, every day at <#29F161>early morning</color> receive random Food based on Hua Siniang's Relations, if bonded with Hua Siniang, can receive an additional Food at <#29F161>mid-afternoon</color> every day."
