﻿KungfuInfo_Level,The {0}th level,ขั้นที่{0}
KungfuCastBuffInfo_朱砂掌法buff1,"When the main internal power is positive, cause 10 points of Internal Injury to the enemy.","เมื่อกำลังภายในหลักเป็นหยาง, สร้างสถานะบาดเจ็บภายใน 10 แต้มแก่ศัตรู"
KungfuCastBuffInfo_连环掌buff1,"When causing Evasion or Parry to the enemy, it will definitely Combo.","เมื่อศัตรูหลบหลีกหรือปัดป้อง, จะโจมตีต่อเนื่องแน่นอน"
KungfuCastBuffInfo_黑虎拳buff1,"If your Strength is higher than the enemy's Constitution, this Attack's Critical increases by 10%.","หากค่า""พละกำลัง""สูงกว่า""พลังกาย""ของศัตรู, การโจมตีนี้คริติคอลเพิ่มขึ้น 10%"
KungfuCastBuffInfo_玲珑掌buff1,"If your Strength is higher than the enemy's Constitution, this Attack's Critical increases by 10%, and when triggering Critical, Critical damage increases by 15%.","หากค่า""พละกำลัง""สูงกว่า""พลังกาย""ของศัตรู, การโจมตีนี้คริติคอลเพิ่มขึ้น 10% และเมื่อเกิดคริติคอล, ความเสียหายคริติคอลเพิ่มขึ้น 15%."
KungfuCastBuffInfo_菩提掌buff1,"When Benevolence is above 0, for every 10 points, final damage increases by 4.5%.","เมื่อค่า""ศีลธรรม""มีค่ามากกว่า 0, ทุกๆ 10 แต้มจะเพิ่มความเสียหายสุดท้ายขึ้น 4.5%"
KungfuCastBuffInfo_花拳绣腿buff1,"When your Level is higher than the enemy's Level, it reduces the enemy's Qi by 50 points.","เมื่อระดับของคุณสูงกว่าระดับของศัตรู, ลดค่าปราณเคลื่อนที่ของศัตรูลง 50 แต้ม"
KungfuCastBuffInfo_五行拳buff1,"When you learn the internal skill <#c851ff>Nether Taichi</color>, final damage increases by 35%.",เมื่อคุณเรียนรู้กำลังภายใน <#c851ff>พลังไท้เก๊ก</color> ความเสียหายสุดท้ายจะเพิ่มขึ้น 35%
KungfuCastBuffInfo_七巧如意手buff1,"When causing Evasion or Parry to the enemy, it reduces their Qi by 50 points and Spirit by 20 points.","เมื่อศัตรูหลบหลีกหรือปัดป้อง, ลดค่าปราณเคลื่อนที่ของศัตรูลง 50 แต้ม และพลังใจ 20 แต้ม"
KungfuCastBuffInfo_闪电五连击buff1,This Attack has a 25% chance to Combo if it kills the enemy.,การโจมตีนี้มีโอกาส 25% ที่จะทำโจมตีต่อเนื่องหากสังหารศัตรูได้
KungfuCastBuffInfo_清心玉女掌buff1,"When the attacker is female, the final damage increases by 80%.","เมื่อตัวละครหญิงใช้วิทยายุทธนี้, สร้างความเสียหายสุดท้ายเพิ่มขึ้น 80%"
KungfuCastBuffInfo_清心玉女掌buff2,"When the main internal force is Epic or higher Yin, this Attack reduces the enemy's Action Speed by 15%, lasting until the enemy's next action.","เมื่อกำลังภายในหลักเป็น""หยิน""ระดับมหากาพย์หรือสูงกว่า, การโจมตีนี้จะลดความเร็วท่าร่างของศัตรูลง 15% จนถึงการกระทำครั้งต่อไปของศัตรู"
KungfuCastBuffInfo_碎玉掌buff1,"When the main internal force is Epic or higher Yang, final damage increases by 60%.","เมื่อกำลังภายในหลักเป็น""หยาง""ระดับมหากาพย์หรือสูงกว่า, ความเสียหายสุดท้ายจะเพิ่ม 60%"
KungfuCastBuffInfo_碎玉掌buff2,"This Attack triggers Critical, causing 15 points of Internal Injury to the enemy.","หากโจมตีนี้ทำให้เกิดคริติคอล, สร้างสถานะบาดเจ็บภายใน 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_叫花棒法buff1,"When causing Evasion to the enemy, it reduces their Qi by 60 points.","เมื่อศัตรูหลบหลีก, ลดค่าปราณเคลื่อนที่ของศัตรูลง 60 แต้ม"
KungfuCastBuffInfo_六合棍法buff1,"When the main internal force is Harmonious, Critical increases by 10%.","เมื่อกำลังภายในหลักเป็นกลาง, คริติคอลเพิ่มขึ้น 10%"
KungfuCastBuffInfo_韦陀杖法buff1,"When you learn the internal skill <#c851ff>Forging Golden Body</color>, final damage increases by 35%.","เมื่อเรียนรู้กำลังภายใน <#c851ff>กายาวัชระทองคำ</color>, ความเสียหายคริติคอลเพิ่มขึ้น 35%"
KungfuCastBuffInfo_蟠龙棍法buff1,"When your Dexterity is higher than the enemy's, triggering Critical increases damage by 15% when Critical is triggered.","เมื่อค่า""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, ทำให้เกิดคริติคอลจะเพิ่มความเสียหาย 15%"
KungfuCastBuffInfo_大力棍法buff1,"When the main internal power is positive, cause 10 points of Internal Injury to the enemy.","เมื่อกำลังภายในหลักเป็นหยาง, สร้างสถานะบาดเจ็บภายใน 10 แต้มแก่ศัตรู"
KungfuCastBuffInfo_普渡杖法buff1,"When Benevolence is above 0, for every 10 points, final damage increases by 4.5%.","เมื่อค่า""ศีลธรรม""มีค่ามากกว่า 0, ทุกๆ 10 แต้มจะเพิ่มความเสียหายสุดท้ายขึ้น 4.5%"
KungfuCastBuffInfo_狼牙棒buff1,"If your Strength is higher than the enemy's Constitution, this Attack's Critical increases by 10%, and when triggering Critical, Critical damage increases by 15%.","หากค่า""พละกำลัง""สูงกว่า""พลังกาย""ของศัตรู, การโจมตีนี้คริติคอลเพิ่มขึ้น 10% และเมื่อเกิดคริติคอล, ความเสียหายคริติคอลเพิ่มขึ้น 15%."
KungfuCastBuffInfo_杀威棒法buff1,"When your Fame is higher than the enemy's Fame, the enemy cannot gain Spirit, lasting until the enemy's next action.","เมือระดับชื่อเสียงของคุณสูงกว่าชื่อเสียงของศัตรู, ศัตรูจะไม่สามารถได้รับพลังใจ คงอยู่ถึงการกระทำครั้งต่อไปของศัตรู"
KungfuCastBuffInfo_扫地棍法buff1,"When Stamina is above 50, each additional point increases final damage by 0.8%, up to a maximum increase of 40%.","เมื่อค่าอารมณ์มีค่ามากกว่า 50, ทุกๆ แต้มเพิ่มเติม ความเสียหายสุดท้ายจะเพิ่มขึ้น 0.8% สูงสุด 40%"
KungfuCastBuffInfo_翻江浆法buff1,"When you learn the <#c851ff>Rage Tide Heart Method</color> internal skill, the final damage increases by 45%.",เมื่อเรียนรู้กำลังภายใน <#c851ff>พลังคลื่นคลั่ง</color> สร้างความเสียหายสุดท้ายเพิ่มขึ้น 45%
KungfuCastBuffInfo_混元棍法buff1,"When the main internal skill is Epic or above and is positive, the final damage increases by 35%.","เมื่อกำลังภายในหลักเป็น""หยาง""ระดับมหากาพย์หรือสูงกว่า, ความเสียหายสุดท้ายเพิ่มขึ้น 35%"
KungfuCastBuffInfo_混元棍法buff2,"When your Strength is higher than the enemy's Constitution, triggering Critical increases damage by 25% when Critical is triggered.","เมื่อ""พละกำลัง""ของคุณสูงกว่า""พลังกาย""ของศัตรู, เพิ่มความเสียหายคริติคอล 25% เมื่อทำให้เกิดคริติคอล"
KungfuCastBuffInfo_天罡棍法buff1,"When the main internal skill is Legendary and positive, this attack's Critical increases by 25%, and triggering Critical increases damage by 30% when Critical is triggered.","เมื่อกำลังภายในหลักเป็น""หยาง""ระดับตำนาน, การโจมตีนี้คริติคอลเพิ่มขึ้น 25% และความเสียหายคริติคอลเพิ่มขึ้น 30% เมื่อทำให้เกิดคริติคอล"
KungfuCastBuffInfo_天罡棍法buff2,"When you cause Parry to the enemy, it reduces their Qi by 250 points.","เมื่อศัตรูปัดป้อง, ลดค่าปราณเคลื่อนที่ของศัตรูลง 250 แต้ม"
KungfuCastBuffInfo_天罡棍法buff3,"When Long reaches 150, each additional point increases final damage by 1%, up to a maximum increase of 160%.",เมื่อค่าอาวุธยาวถึง 150 ทุกๆ แต้มเพิ่มเติม ความเสียหายสุดท้ายจะเพิ่มขึ้น 1% สูงสุด 160%
KungfuCastBuffInfo_恶煞枪法buff1,This Attack has a 25% chance to Combo if it kills the enemy.,การโจมตีนี้มีโอกาส 25% ที่จะทำโจมตีต่อเนื่องหากสังหารศัตรูได้
