﻿UI_InstantKill,Instant death,เสียชีวิตทันที
20300_boxTag_MapName_20314_txtName,Ruined shrine,ศาลเจ้าร้าง
20300_boxTag_MapName_20312_txtName,Residential house,บ้านเรือน
20300_boxTag_MapName_20313_txtName,Residential house,บ้านเรือน
20300_boxTag_MapName_20319_0_txtName,Bamboo garden,สวนไผ่
20300_boxTag_MapName_20301_txtName,Safeguard Escort,สำนักคุ้มภัยสันติสุข
20300_boxTag_MapName_20307_txtName,Lin'an Dojo,โรงฝึกหลินอัน
20300_boxTag_MapName_20308_txtName,Health Center,หอสุขภาพ
20300_boxTag_MapName_20326_txtName,Pawn shop,โรงจำนำ
BattleActorTip_txtname,Kitty,ลูกแมว
BattleActorTip_txtHpValue,1895/2000,1895/2000
BattleActorTip_txtEpValue,456/2000,456/2000
BattleActorTip_boxBuff_0_name,Spirit,พลังใจ
BattleActorTip_boxBuff_0_value,9999,9999
BattleActorTip_boxBuff_1_name,MP,MP
BattleActorTip_boxBuff_1_value,9999,9999
BattleActorTip_boxBuff_2_name,MP,MP
BattleActorTip_boxBuff_2_value,9999,9999
BattleActorTip_boxBuff_3_name,MP,MP
BattleActorTip_boxBuff_3_value,9999,9999
BattleActorTip_boxBuff_4_name,MP,MP
BattleActorTip_boxBuff_4_value,9999,9999
BattleActorTip_boxBuff_5_name,Blinded,ตาบอด
BattleActorTip_boxBuff_5_value,9999,9999
BattleActorTip_boxLevel_txtLevel,200,200
BattleActorTip_boxLevel_Text(1),Level,ระดับ
BattleActorTip_txtExp,9999/9999,9999/9999
BattleActorTip_txtBottomMsg,*Long Press Character Left Key in Battle for Full Info*,*คลิ๊กซ้ายที่ตัวละครค้างไว้ในการต่อสู้เพื่อดูข้อมูลทั้งหมด*
GearTip_txtname,Object Name,ชื่อวัตถุ
GearTip_boxinfo_text,Durability,ทนทาน
SkillTip_txtname,Name Name Name,ชื่อ ชื่อ ชื่อ
SkillTip_txtLevel,Ninth Layer
SkillTip_boxInfo_boxAttackArea_Text,Attack Range:,ระยะโจมตี:
SkillTip_boxInfo_boxAttackArea_txtValue,Forward 1111111111 Distance
SkillTip_boxInfo_boxDamage_txtDamage,Damage <color=#ffffff>20000</color>,ความเสียหาย <color=#ffffff>20000</color>
SkillTip_boxInfo_boxDamage_txtCostEP,MP cost <color=#ffffff>20000</color>,ใช้ MP <color=#ffffff>20000</color>
SkillTip_boxInfo_boxExtra_Text,Additional effects:,ประสิทธิภาพเพิ่มเติม:
SkillTip_boxInfo_boxExtra_txtValue,Critical Rate 10%,อัตราคริติคอล 10%
Goods_full_bg_txt,Auxiliary Material,วัตถุดิบเสริม
GoodsPanel_content_head_penel_txt,Add Main Material,ใส่วัตถุดิบหลัก
UIForgePanel_lvjian_Text(TMP),Glove,ถุงมือ
UIForgePanel_bg_rightYuan_bulelight_txt,Click to Start Crafting,คลิกเพื่อเริ่มสร้าง
UIForgePanel_chongzhi_name,Reset,แบ่งใหม่
UIForgePanel_Shuxing_tittle_txt,Sub stats,สถานะรอง
UIForgePanel_Shuxing_tittle_1,Evasion        +20,หลบหลีก +20
UIForgePanel_Shuxing_tittle_2,Evasion        +20,หลบหลีก +20
UIForgePanel_Shuxing_tittle_3,Evasion        +20,หลบหลีก +20
UIForgePanel_complete_animation_name_txt,Weapon Name,ชื่ออาวุธ
UIForgePanel_complete_Mask_panel_1_1_tittle,Main stats,สถานะหลัก
UIForgePanel_complete_Mask_panel_1_1_1,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_1_1_2,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_1_1_3,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_2_1_tittle,Main stats,สถานะหลัก
UIForgePanel_complete_Mask_panel_2_1_1,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_2_1_2,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_2_1_3,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_3_1_tittle,Main stats,สถานะหลัก
UIForgePanel_complete_Mask_panel_3_1_1,Attack     1000Attack     1000Attack     1000Attack     1000Attack     1000Attack     1000
UIForgePanel_complete_Mask_panel_3_1_2,Attack     1000,Attack 1000
UIForgePanel_complete_Mask_panel_3_1_3,Attack     1000,Attack     1000
UIForgePanel_complete_Mask_panel_4_1_tittle,Main stats,สถานะหลัก
UIForgePanel_complete_Mask_panel_4_1_1,Attack     1000,Attack     1000
UIForgePanel_complete_Mask_panel_4_1_2,Attack     1000,Attack     1000
UIForgePanel_complete_Mask_panel_4_1_3,Attack     1000,Attack     1000
UIForgePanel_complete_Button_txt,Click on Blank Space to Close,คลิกบริเวณที่ว่าเพื่อปิด
UIFormulaPanel_item_bg_name,Green Blood Sword,กระบี่เลือดมรกต
UIFormulaPanel_item_name_grey,Green Blood Sword,กระบี่เลือดมรกต
UIFormulaPanel_leftPanel_Tip_Text(TMP),You have not obtained any forging blueprints yet.,เจ้ายังไม่ได้รับแบบแปลนใดๆ ที่ไว้สำหรับสร้าง
UIFormulaPanel_leftPanel_check_dazao_txt,Can Craft,ผลิตได้
UIFormulaPanel_leftPanel_tittle_tag,Type,ประเภท
UIFormulaPanel_leftPanel_dorpBg_Item_txt,All,ทั้งหมด
UIFormulaPanel_leftPanel_dorpBg_AllType,All,ทั้งหมด
UIFormulaPanel_rightPanel_bg_bg_tag,Crafting Level: Level,ระดับการสร้าง: ระดับ
UIFormulaPanel_rightPanel_bg_bg_index,5,5
UIFormulaPanel_rightPanel_numPanel_bg_index,1,1
UIFormulaPanel_rightPanel_numPanel_InputField_TextArea_Placeholder,1,
UIFormulaPanel_rightPanel_numPanel_InputField_TextArea_Text,​,
UIFormulaPanel_rightPanel_ForgeBtn_txt,Craft,สร้าง
UIFormulaPanel_EffectPanel_tag,"Note: The higher the crafting skill, the stronger the special effects",หมายเหตุ: ยิ่งทักษะผลิตสูงเท่าไร เอฟเฟ็กต์พิเศษก็จะยิ่งแข็งแกร่งขึ้นเท่านั้น
UIFormulaPanel_EffectPanel_Text(TMP),Weapon Special Skill,ทักษะพิเศษของอาวุธ
UIFormulaPanel_EffectPanel_EffectItem_EffectName,Special name,ชื่อพิเศษ
UIFormulaPanel_EffectPanel_EffectItem_info,"When using knife martial arts, there is a 10%-30% chance to attack again","เมื่อใช้วรยุทธประเภทมีด,มีโอกาศ 10%-30% ที่จะโจมตีอีกครั้ง "
UIFormulaPanel_upTips_txt,Insufficient Material,วัตถุดิบไม่พอ
UIFormulaPanel_complete_Mask_panel_1_1_tittle,Main stats,สถานะหลัก
UIFormulaPanel_complete_Mask_panel_1_1_1,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_1_1_2,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_1_1_3,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_2_1_tittle,Main stats,สถานะหลัก
UIFormulaPanel_complete_Mask_panel_2_1_1,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_2_1_2,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_2_1_3,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_3_1_tittle,Main stats,สถานะหลัก
UIFormulaPanel_complete_Mask_panel_3_1_1,Attack     1000Attack     1000Attack     1000Attack     1000Attack     1000Attack     1000
UIFormulaPanel_complete_Mask_panel_3_1_2,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_3_1_3,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_4_1_tittle,Main stats,สถานะหลัก
UIFormulaPanel_complete_Mask_panel_4_1_1,Attack     1000,Attack     1000
UIFormulaPanel_complete_Mask_panel_4_1_2,Attack     1000,Attack 1000
UIFormulaPanel_complete_Mask_panel_4_1_3,Attack     1000,Attack 1000
UIFormulaPanel_complete_animation_name_txt,Weapon Name,ชื่ออาวุธ
UIFormulaPanel_complete_Button_txt,Click anywhere to close,คลิกที่ว่างเพื่อปิด
UIPetsFeedPanel_PeterName,Wild Dog·Little Moon,สุนัขป่า·เสี่ยวเยว่
UIPetsFeedPanel_ItemDisplayZone_EmptyTip_EmptyTipText_Text(TMP),"Hero, there is nothing in the opponent's bag.",จอมยุทธ กระเป๋าของอีกฝ่ายว่างเปล่า
UIPetsFeedPanel_Button_Text(TMP),Feed,ให้อาหาร
UIPetsFeedPanel_饱食度tag,Full,ความอิ่ม
UIPetsFeedPanel_饱食度tag_饱食度index,100/200,100/200
UIPetsFeedPanel_guanxi_tag,Relations,ความสัมพันธ์
UIPetsFeedPanel_guanxi_tag_guanxi_index,Inseparable(100),แยกจากมิได้(100)
UIPetsFeedPanel_guanxi_tag_guanxi_add,+200,+200
UIPetsHealPanel_PeterName,Black Back,หลังดำ
UIPetsHealPanel_PeterName_生命tag,HP,HP
UIPetsHealPanel_PeterName_生命index,100/2,100/2
UIPetsHealPanel_ItemDisplayZone_EmptyTip_EmptyTipText_Text(TMP),"Hero, there is nothing in the opponent's bag.",จอมยุทธ กระเป๋าของอีกฝ่ายว่างเปล่า
UIPetsHealPanel_Button_Text(TMP),Heal,รักษา
UIPetsMainPanel_PeterName,Black Back Wolf,หมาป่าหลังดำ
UIPetsMainPanel_GameObject_实战经验Tag,EXP,ค่าประสบการณ์
UIPetsMainPanel_GameObject_实战经验数值,Max Level,ระดับสูงสุด
UIPetsMainPanel_lv,59,59
UIPetsMainPanel_lv_Text(TMP),Level,ระดับ
UIPetsMainPanel_Radar_txt,CON,พลังกาย
UIPetsMainPanel_Radar_Text1,INT,สติปัญญา
UIPetsMainPanel_Radar_Text2,LUK,โชค
UIPetsMainPanel_Radar_Text3,DEX,คล่องแคล่ว
UIPetsMainPanel_Radar_Text4,STR,พละกำลัง
UIPetsMainPanel_Radar_Base_txt_tizhi,50,50
UIPetsMainPanel_Radar_Base_txt_wuxing,70,70
UIPetsMainPanel_Radar_Base_txt_fuyuan,10,10
UIPetsMainPanel_Radar_Base_txt_minjie,20,20
UIPetsMainPanel_Radar_Base_txt_bili,30,30
UIPetsMainPanel_RoleInfor1_tag_Text(10),HP,HP
UIPetsMainPanel_RoleInfor1_tag_Text,ATK,พลังโจมตี
UIPetsMainPanel_RoleInfor1_tag_Text(1),Move,เดิน
UIPetsMainPanel_RoleInfor1_tag_Text(5),ACC,ความแม่นยำ
UIPetsMainPanel_RoleInfor1_tag_Text(6),CRIT,คริติคอล
UIPetsMainPanel_RoleInfor1_tag1_Text(9),CBT,สู้จริง
UIPetsMainPanel_RoleInfor1_tag1_Text,DEF,พลังป้องกัน
UIPetsMainPanel_RoleInfor1_tag1_Text(1),AS,ท่าร่าง
UIPetsMainPanel_RoleInfor1_tag1_Text(5),EVA,หลบหลีก
UIPetsMainPanel_RoleInfor1_tag1_Text(6),PAR,ปัดป้อง
UIPetsMainPanel_RoleInfor1_RoleInfo_hp,1000/2000,1000/2000
UIPetsMainPanel_RoleInfor1_RoleInfo_gongji,100,100
UIPetsMainPanel_RoleInfor1_RoleInfo_qinggong,100,100
UIPetsMainPanel_RoleInfor1_RoleInfo_mingzhong,10%,10%
UIPetsMainPanel_RoleInfor1_RoleInfo_baoji,10%,10%
UIPetsMainPanel_RoleInfor1_RoleInfo1_shizhannengli,100,100
UIPetsMainPanel_RoleInfor1_RoleInfo1_fangyu,100,100
UIPetsMainPanel_RoleInfor1_RoleInfo1_jiqi,100,100
UIPetsMainPanel_RoleInfor1_RoleInfo1_shanbi,10%,10%
UIPetsMainPanel_RoleInfor1_RoleInfo1_gedang,10%,10%
UIPetsMainPanel_RoleInfor1_Additional_gongji,+20,+20
UIPetsMainPanel_RoleInfor1_Additional_qinggong,+20,+20
UIPetsMainPanel_RoleInfor1_Additional1_fangyu,+20,+20
UIPetsMainPanel_RoleInfor1_Additional1_jiqi,+20,+20
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(1)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(2)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(3)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(4)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(5)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(6)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(7)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(8)_txt,Kitty,ลูกแมว
UIPetsMainPanel_Down_ScrollView_Viewport_Content_Item(9)_txt,Kitty,ลูกแมว
UIPetsMainPanel_RoleInfor_tag_Text,Attack power,พลังโจมตี
UIPetsMainPanel_RoleInfor_tag_Text(1),Qinggong,วิชาตัวเบา
UIPetsMainPanel_RoleInfor_tag_Text(2),Fist,หมัด
UIPetsMainPanel_RoleInfor_tag_Text(3),Blade,ดาบ
UIPetsMainPanel_RoleInfor_tag_Text(4),Short,อาวุธสั้น
UIPetsMainPanel_RoleInfor_tag1_Text,Defense power,พลังป้องกัน
UIPetsMainPanel_RoleInfor_tag1_Text(1),Initial Action Point,ปราณเคลื่อนที่เริ่มต้น
UIPetsMainPanel_RoleInfor_tag1_Text(2),Sword,กระบี่
UIPetsMainPanel_RoleInfor_tag1_Text(3),Long,อาวุธยาว
UIPetsMainPanel_RoleInfor_tag1_Text(4),Musical,ดนตรี
UIPetsMainPanel_RoleInfor_RoleInfo_gongji,100,100
UIPetsMainPanel_RoleInfor_RoleInfo_qinggong,100,100
UIPetsMainPanel_RoleInfor_RoleInfo_quanzhang,100,100
UIPetsMainPanel_RoleInfor_RoleInfo_shuadao,100,100
UIPetsMainPanel_RoleInfor_RoleInfo_duanbing,100,100
UIPetsMainPanel_RoleInfor_RoleInfo1_fangyu,100,100
UIPetsMainPanel_RoleInfor_RoleInfo1_jiqi,100,100
UIPetsMainPanel_RoleInfor_RoleInfo1_yujian,100,100
UIPetsMainPanel_RoleInfor_RoleInfo1_changbing,100,100
UIPetsMainPanel_RoleInfor_RoleInfo1_yinlv,100,100
UIPetsMainPanel_RoleInfor_Additional_gongji,+20,+20
UIPetsMainPanel_RoleInfor_Additional_qinggong,+20,+20
UIPetsMainPanel_RoleInfor_Additional1_fangyu,+20,+20
UIPetsMainPanel_RoleInfor_Additional1_jiqi,+20,+20
UIPetsMainPanel_RoleInfor_Interaction_Button_Text(TMP),Gift,ของขวัญ
UIPetsMainPanel_RoleInfor_Interaction_Button(1)_Text(TMP),Spar,ประลอง
UIPetsMainPanel_RoleInfor_Interaction_Button(2)_Text(TMP),Trade,แลกเปลี่ยน
UIPetsMainPanel_RoleInfor_Interaction_Button(3)_Text(TMP),Leave team,ออกจากกลุ่ม
UIPetsMainPanel_RoleInfor_Character_tag_Text,Benevolence,ศีลธรรม
UIPetsMainPanel_RoleInfor_Character_tag_Text(1),Propriety,มารยาท
UIPetsMainPanel_RoleInfor_Character_tag_Text(2),Trustworthy,ซื่อสัตย์
UIPetsMainPanel_RoleInfor_Character_tag(1)_Text,Righteous,คุณธรรม
UIPetsMainPanel_RoleInfor_Character_tag(1)_Text(1),Wisdom,ภูมิปัญญา
UIPetsMainPanel_RoleInfor_Character_tag(1)_Text(2),Courage,ความกล้าหาญ
UIPetsMainPanel_RoleInfor_Character_RoleInfo_rende,100,100
UIPetsMainPanel_RoleInfor_Character_RoleInfo_lijie,100,100
UIPetsMainPanel_RoleInfor_Character_RoleInfo_xinyong,100,100
UIPetsMainPanel_RoleInfor_Character_RoleInfo(1)_rende,100,100
UIPetsMainPanel_RoleInfor_Character_RoleInfo(1)_lijie,100,100
UIPetsMainPanel_RoleInfor_Character_RoleInfo(1)_xinyong,100,100
UIPetsMainPanel_Item_txt,Kitty,ลูกแมว
UIPetsMainPanel_kongfu_zhunei_Text(TMP),In the Sect,ในสำนัก
UIPetsMainPanel_kongfu_nei_Text(TMP),Internal,ภายใน
UIPetsMainPanel_kongfu_wai_Text(TMP),EXT,ภายนอก
UIPetsMainPanel_kongfu_lv,Six,หก
UIPetsMainPanel_kongfu_NoKongfu,Not Learned,ยังไม่เรียน
UIPetsMainPanel_ScrollView_Viewport_SkillPanel_kongfu(1)_zhunei_Text(TMP),In the Sect,ในสำนัก
UIPetsMainPanel_ScrollView_Viewport_SkillPanel_kongfu(1)_nei_Text(TMP),Internal,ภายใน
UIPetsMainPanel_ScrollView_Viewport_SkillPanel_kongfu(1)_wai_Text(TMP),External,ภายนอก
UIPetsMainPanel_ScrollView_Viewport_SkillPanel_kongfu(1)_lv,Six,หก
UIPetsMainPanel_ScrollView_Viewport_SkillPanel_kongfu(2)_zhunei_Text(TMP),In the Sect,ในสำนัก
