﻿end015_1,Life is impermanent and constantly changing; home can be found wherever you discover peace of mind.,ชีวิตเป็นสิ่งไม่เที่ยงและเปลี่ยนแปลงตลอดเวลา บ้านสามารถเป็นได้ทุกที่ที่เจ้ารู้สึกสบายใจ
M1200-10_3_1,What's the noise?
M1200-10_4_1,What's the matter?
M1200-10_4_2,"I see that you, young man, are not of the same ilk as those bandits, so I have a favor to ask."
M1200-10_4_3,"I was tricked by these bandits and ended up in this situation.\nCould you please inform Lord Lü Wenhuan of Chuxiang City about my situation and ask him to come and rescue me as soon as possible?"
M1200-10_5_1,Our leader never catches innocent people. You must have been caught for a reason. Why should I help you?
M1200-10_5_2,"I must confess to you, young man, that I have indeed done some wrongs in the past. But now, I have come to my senses and decided to start anew. I hope you can help me."
M1200-10_6_1,"These bandits are lawless, daring to kidnap a court official!"
M1200-10_6_2,You are indeed a reasonable and understanding person!
M1200-10_7_1,"If you can save me, the <color=#c44b0e>10 taels of silver</color> on me will be yours."
M1200-10_7_2,(Should I agree to his request?)
M1200-10_8_1,"Please take my token and inform General Lu to come and save me as soon as possible.\nI entrust my life and all my possessions to you!"
M1200-10_9_1,Alas... it seems I am destined to die here.
M1200-10_10_1,"Your heroic act of eliminating the Blue Wind Camp has truly moved me!\nYou are indeed a promising young hero!"
M1200-10_10_2,"Oh, you flatter me."
M1200-10_10_3,"I was tricked by these bandits and ended up in this predicament.\nNow that the Blue Wind Camp has been destroyed, please let me out."
M1200-10_10_4,Of course.
M1200-10_10_5,"Thank you for your help, Righteous. I will definitely spread your good name once I escape."
M1200-10_10_6,"Hey, you don't even know my name, how can you spread my good name?"
M1200-10_10_7,"My apologies, may I ask for your name?"
M1200-10_10_8,I am {PlayerName}!
M1200-10_10_9,"Ah, {PlayerName}, a good name!\nI will remember it and I promise to keep my word."
M1200-10_11_1,Do you need anything?,ต้องการสิ่งใดหรือไม่?
M1200-10_11_2,(Should I tell him about the official who was tied up at the Blue Wind Camp?)
M1200-10_12_1,"What did you say!\nHe actually joined the Blue Wind Camp?","เจ้าพูดว่าไงนะ!\nเขาเข้าร่วมค่ายวายุครามจริงหรือ?"
M1200-10_12_2,"What evidence do you have to make me believe you?\nSlandering a court official is a serious crime, you can't afford it!"
M1200-10_12_3,"Here is his Official seal!\nHe said he was tired of being an official and wanted to be a bandit for a few days, so he casually threw away his Official seal.","นี่คือตราประทับทางการ!\nเขาบอกว่าเขาเบื่อที่จะเป็นข้าราชการและอยากเป็นโจรสักสองสามวัน เขาก็เลยโยนตราประทับอย่างเป็นทางการทิ้งไป"
M1200-10_12_4,"This is indeed his Official seal!\nSince he disregards the dignity of the court, don't blame me for punishing him for colluding with bandits!","นี่คือตราประทับทางการของเขาจริงๆ!\nในเมื่อเขาไม่คำนึงถึงศักดิ์ศรีของศาล อย่าโทษฉันที่ลงโทษเขาที่สมรู้ร่วมคิดกับโจร!"
M1200-10_12_5,"{PlayerName}, to preserve the dignity of the court, I order you to go to the Blue Wind Camp and eliminate this official who colludes with bandits, and enforce justice!"
M1200-10_12_6,"There will be a great reward afterwards, but you must not leak any information."
M1200-10_12_7,"Yes, sir!"
M1200-10_13_1,"Although I don't believe what you said, this Official seal is undoubtedly genuine...",แม้ว่าข้าจะไม่เชื่อสิ่งที่คุณพูด แต่ตราประทับทางการอันนี้เป็นของแท้อย่างไม่ต้องสงสัย...
M1200-10_13_2,"Here's what, I'll give you a squad of soldiers, you go and rescue that useless official.\nIf you can rescue him, there will be a great reward. If you can't, don't show up in front of me again!"
M1200-10_14_1,"If you were not my man, I would have kicked you out.\nBut I trust my people, since you said so, it must be true."
M1200-10_14_2,"Here's what, I'll give you a squad of soldiers, you go and rescue that useless official.\nIf you can rescue him, there will be a great reward. If you can't, don't show up in front of me again."
M1200-10_15_1,"How dare you, slandering a court official is a serious crime!"
M1200-10_15_2,"I'll let you off this time considering your youth and ignorance.\nIf you dare to do it again, I will punish you severely!"
M1200-10_16_1,"You are incorrigible!\nGuards, kick this man out of the General's mansion!"
M1200-10_17_1,"How dare you, acting so recklessly in front of me, do you intend to assassinate me!"
M1200-10_17_2,"I, a humble citizen, dared to ask for help for the official who fell into the bandit's den, but now I am misunderstood by the general.\nIn that case, let that official fend for himself, I will take my leave."
M1200-10_17_3,"Why act so impulsively, young hero?\nJust now, this general was merely testing you. After all, this is a matter of great importance and must be handled with caution."
M1200-10_17_4,"{PlayerSurName}Young hero, this general entrusts you to lead a team of soldiers to the Blue Wind Camp for a rescue mission.\nOnce the mission is accomplished, this general will reward you accordingly."
M1200-10_17_5,"Alright, I'll do my best."
M1200-10_18_1,"What a presumptuous stray cat and dog daring to run wild in the General's mansion, you're asking for it!"
M1200-10_19_1,"If the general doesn't believe my words, are we really going to let those officials in distress fend for themselves?"
M1200-10_20_1,"{PlayerName}You have good intentions, you may leave if there's nothing else."
M1200-10_21_1,"Get lost, this general's time is not to be wasted on the likes of you."
M1200-10_23_1,"Damn, I accidentally killed him...\nI haven't even gotten the money yet, this is a big loss..."
M1200-11_1_1,"It turns out to be the official I saved ten days ago, he really kept his promise and sent 50 taels of money."
M1200-12_1_1,"Young hero {PlayerSurName}, General Lü has ordered us to follow your command.\nWhat should we do now, please give your orders."
M1200-12_2_1,"General {PlayerSurName}, we are all under your command.\nWhat should we do now, please give your orders."
M1200-12_3_1,"{PlayerName}!\nI can't believe you're colluding with the court, I must be blind!"
M1200-12_4_1,"Leader, as long as you release the captured official, I will speak well of you in front of General Lu and spare your life."
M1200-12_5_1,"That dog official is already dead, I don't mind sending you on your way too!"
M1200-12_6_1,"Shut your damn mouth!\nToday, I'm going to clean house myself!"
M1200-12_7_1,"Leader, this Blue Wind Camp is always against the court, it will be wiped out sooner or later.\nWe've known each other for a while, why not give this fortune to me."
M1200-12_7_2,"Shut your damn mouth!\nToday, I'm going to clean house myself!"
M1200-12_8_1,"It's really lively in the stronghold today.\nBrothers, the court has sent people to deliver weapons to us again, let's give them a warm welcome."
M1200-12_9_1,"Sir, come out, the Blue Wind Camp has been wiped out, you are free now."
M1200-12_9_2,"It took you so long to rescue me, you're useless!"
M1200-12_9_3,"Hmph, back to the mansion!"
M1200-12_9_4,"Releasing such a person is a disaster, I should have killed him in the chaos just now."
M1200-12_10_1,"This time I failed to rescue the official, I don't know how General Lu will punish me, I can only leave it to fate."
M1200-12_11_1,"Yes, sir!"
M1200-12_11_2,"Under your instruction, the soldiers set fire to the trees around the stronghold.\nThe fire grew bigger and bigger, gradually surrounding and engulfing the entire Blue Wind Camp.\nThe heart-wrenching screams came from the direction of the Blue Wind Camp.\nAn hour later, apart from the sound of the fire burning everything, no other sound could be heard.\nIn this man-made fire, no one could escape.\nThe unknown Blue Wind Camp silently ended in this fire..."
M1200-12_11_3,"The mission is completed, let's go back to report, goodbye.",ภารกิจเสร็จสิ้นแล้วข้าขอตัวกลับไปรายงานก่อน 
M1200-12_12_1,"Yes, sir!"
M1200-12_12_2,"Under your instruction, a group of soldiers quietly sneaked into the Blue Wind Camp.\nAll the bandits guarding outside the house were cleanly killed."
